"NumeroExpedient","CodiDistricte","DiaSetmana","Any","MesAny","NomMes","DiaMes","HoraDia","NumeroMorts","NumeroLesionatsLleus","NumeroLesionatsGreus","NumeroVictimes","NumeroVehiclesImplicats","CoordenadaUTM_X","CoordenadaUTM_Y"
"2014S003226","2","Dj",2014,5,"Maig",1,19,0,1,0,1,2,431177,4582713
"2014S004835","2","Dm",2014,7,"Juliol",1,18,0,3,0,3,3,430741,4582396
"2014S009311","2","Dj",2014,12,"Desembre",18,0,0,1,0,1,2,430249,4582174
"2014S002894","2","Dv",2014,4,"Abril",18,9,0,2,0,2,2,430249,4582174
"2014S007874","2","Dc",2014,10,"Octubre",29,11,0,2,0,2,1,431039,4582540
"2014S006845","2","Dm",2014,9,"Setembre",23,17,0,1,0,1,1,430318,4582191
"2014S005905","2","Dm",2014,8,"Agost",12,12,0,1,0,1,2,429924,4583269
"2014S005187","2","Dg",2014,7,"Juliol",13,19,0,1,0,1,2,430152,4583388
"2014S000830","2","Dl",2014,2,"Febrer",3,20,0,1,0,1,2,431696,4584251
"2014S000405","2","Ds",2014,1,"Gener",18,9,0,1,0,1,2,430137,4583034
"2014S001180","2","Dg",2014,2,"Febrer",16,18,0,2,0,2,2,430414,4583121
"2014S005261","2","Dc",2014,7,"Juliol",16,6,0,5,0,5,5,430414,4583121
"2014S003568","2","Dj",2014,5,"Maig",15,12,0,1,0,1,3,430326,4583211
"2014S002139","2","Dg",2014,3,"Marc",23,10,0,2,0,2,2,430007,4583346
"2014S004293","2","Dc",2014,6,"Juny",11,13,0,1,0,1,2,430007,4583346
"2014S006054","2","Dm",2014,8,"Agost",19,22,0,0,0,0,2,430023,4583353
"2014S006584","2","Dg",2014,9,"Setembre",14,2,0,1,0,1,2,430097,4583241
"2014S005414","2","Dl",2014,7,"Juliol",21,16,0,1,0,1,2,430097,4583241
"2014S003535","2","Dc",2014,5,"Maig",14,10,0,1,0,1,1,430276,4582882
"2014S005891","2","Dl",2014,8,"Agost",11,13,0,0,0,0,1,430188,4582978
"2014S009647","2","Dm",2014,12,"Desembre",30,19,0,1,0,1,2,430073,4583370
"2014S006956","2","Dg",2014,9,"Setembre",28,13,0,0,0,0,2,430008,4583336
"2014S002269","2","Dv",2014,3,"Marc",28,4,0,1,0,1,2,429831,4583317
"2014S008519","2","Dj",2014,11,"Novembre",20,8,0,3,0,3,3,429831,4583317
"2014S003172","2","Dm",2014,4,"Abril",29,22,0,1,0,1,1,431724,4584420
"2014S003116","2","Dl",2014,4,"Abril",28,13,0,1,0,1,2,430127,4583078
"2014S005078","2","Dc",2014,7,"Juliol",9,9,0,1,0,1,2,430197,4583116
"2014S005782","2","Dc",2014,8,"Agost",6,16,0,1,0,1,2,430370,4582974
"2014S007478","2","Dj",2014,10,"Octubre",16,16,0,1,0,1,3,429529,4583105
"2014S005848","2","Ds",2014,8,"Agost",9,16,0,1,0,1,2,429836,4583006
"2014S004078","2","Dm",2014,6,"Juny",3,13,0,1,0,1,2,431670,4584174
"2014S006083","2","Dj",2014,8,"Agost",21,12,0,1,0,1,2,431670,4584174
"2014S001012","2","Dl",2014,2,"Febrer",10,3,0,1,0,1,1,431331,4583854
"2014S007121","2","Dv",2014,10,"Octubre",3,19,0,1,0,1,2,431414,4583932
"2014S002447","2","Dj",2014,4,"Abril",3,8,0,1,0,1,2,430338,4583038
"2014S005272","2","Dc",2014,7,"Juliol",16,12,0,1,0,1,2,430266,4583081
"2014S008256","2","Dl",2014,11,"Novembre",10,18,0,1,0,1,2,430241,4583137
"2014S005566","2","Dg",2014,7,"Juliol",27,14,0,1,0,1,2,429802,4583087
"2014S001914","2","Dv",2014,3,"Marc",14,20,0,1,0,1,2,429802,4583087
"2014S001492","2","Dj",2014,2,"Febrer",27,19,0,1,0,1,2,431363,4583857
"2014S007880","2","Dc",2014,10,"Octubre",29,15,0,1,0,1,2,431496,4583977
"2014S000375","2","Dv",2014,1,"Gener",17,11,0,1,0,1,2,430202,4583177
"2014S002246","2","Dj",2014,3,"Marc",27,12,0,1,0,1,2,430168,4583212
"2014S004093","2","Dc",2014,6,"Juny",4,8,0,2,0,2,3,430157,4583224
"2014S001078","2","Dm",2014,2,"Febrer",11,20,0,0,1,1,1,429675,4583243
"2014S003846","2","Dg",2014,5,"Maig",25,19,0,1,0,1,1,431581,4584500
"2014S007290","2","Dv",2014,10,"Octubre",10,8,0,1,0,1,2,431453,4584528
"2014S000629","2","Dl",2014,1,"Gener",27,14,0,1,0,1,2,431453,4584528
"2014S001446","2","Dc",2014,2,"Febrer",26,17,0,1,0,1,2,429606,4583221
"2014S008867","2","Dm",2014,12,"Desembre",2,12,0,1,0,1,1,429929,4583168
"2014S003201","2","Dc",2014,4,"Abril",30,19,0,1,0,1,2,429832,4583274
"2014S007064","2","Dj",2014,10,"Octubre",2,11,0,1,0,1,2,431543,4584109
"2014S006017","2","Dl",2014,8,"Agost",18,2,0,2,0,2,2,431552,4584245
"2014S008211","2","Ds",2014,11,"Novembre",8,18,0,1,0,1,1,431397,4584600
"2014S004148","2","Dj",2014,6,"Juny",5,19,0,1,0,1,2,430122,4582723
"2014S001565","2","Dg",2014,3,"Marc",2,2,0,1,0,1,2,429835,4582978
"2014S005196","2","Dl",2014,7,"Juliol",14,6,0,1,0,1,3,431526,4584096
"2014S007215","2","Dm",2014,10,"Octubre",7,12,0,1,0,1,2,429878,4582965
"2014S004118","2","Dc",2014,6,"Juny",4,17,0,1,0,1,2,430234,4582834
"2014S000586","2","Dv",2014,1,"Gener",24,20,0,1,0,1,2,430055,4582836
"2014S006990","2","Dm",2014,9,"Setembre",30,8,0,1,0,1,2,430055,4582836
"2014S003120","2","Dl",2014,4,"Abril",28,13,0,1,0,1,3,429957,4582931
"2014S002361","2","Dl",2014,3,"Marc",31,17,0,1,0,1,1,431780,4584021
"2014S009054","2","Dc",2014,12,"Desembre",10,8,0,1,0,1,2,431418,4584153
"2014S007494","2","Dv",2014,10,"Octubre",17,10,0,2,0,2,2,431262,4584216
"2014S006548","2","Dv",2014,9,"Setembre",12,14,0,1,0,1,1,431303,4584572
"2014S001676","2","Dj",2014,3,"Marc",6,20,0,2,0,2,1,430181,4582892
"2014S002942","2","Dm",2014,4,"Abril",22,12,0,2,0,2,2,430144,4582932
"2014S005311","2","Dj",2014,7,"Juliol",17,16,0,2,0,2,2,430144,4582932
"2014S005296","2","Dj",2014,7,"Juliol",17,9,0,7,0,7,4,430144,4582932
"2014S000914","2","Dj",2014,2,"Febrer",6,14,0,1,0,1,2,430093,4582989
"2014S009118","2","Dj",2014,12,"Desembre",11,19,0,2,0,2,2,429950,4582873
"2014S009541","2","Dc",2014,12,"Desembre",24,20,0,0,0,0,2,431291,4584403
"2014S004432","2","Dl",2014,6,"Juny",16,15,0,1,0,1,2,430082,4582845
"2014S009613","2","Dl",2014,12,"Desembre",29,11,0,1,0,1,2,431781,4584276
"2014S005802","2","Dj",2014,8,"Agost",7,14,0,2,0,2,2,431485,4584371
"2014S003601","2","Dv",2014,5,"Maig",16,10,0,1,0,1,2,430363,4582692
"2014S007080","2","Dj",2014,10,"Octubre",2,17,0,1,0,1,2,430015,4582749
"2014S005679","2","Dv",2014,8,"Agost",1,15,0,2,0,2,2,430276,4582787
"2014S009021","2","Dl",2014,12,"Desembre",8,18,0,2,0,2,2,430276,4582787
"2014S003866","2","Dl",2014,5,"Maig",26,14,0,1,0,1,2,430372,4582949
"2014S008925","2","Dj",2014,12,"Desembre",4,13,0,2,0,2,2,429996,4583348
"2014S002825","2","Dm",2014,4,"Abril",15,13,0,1,0,1,2,429996,4583348
"2014S005024","2","Dl",2014,7,"Juliol",7,20,0,1,0,1,2,429996,4583348
"2014S003513","2","Dm",2014,5,"Maig",13,15,0,1,0,1,2,430094,4583434
"2014S000185","2","Dv",2014,1,"Gener",10,8,0,1,0,1,2,431162,4584624
"2014S006216","2","Dj",2014,8,"Agost",28,21,0,1,0,1,2,431246,4584201
"2014S008862","2","Dm",2014,12,"Desembre",2,13,0,1,0,1,1,430917,4584599
"2014S000034","2","Dj",2014,1,"Gener",2,20,0,2,0,2,2,430946,4584628
"2014S007818","2","Dl",2014,10,"Octubre",27,14,0,0,0,0,2,431043,4583816
"2014S003450","2","Ds",2014,5,"Maig",10,20,0,1,0,1,2,430808,4584057
"2014S005772","2","Dm",2014,8,"Agost",5,20,0,1,0,1,2,431283,4584161
"2014S007066","2","Dj",2014,10,"Octubre",2,12,0,1,0,1,2,431368,4583936
"2014S000182","2","Dv",2014,1,"Gener",10,6,0,0,1,1,2,431246,4584755
"2014S008928","2","Dj",2014,12,"Desembre",4,15,0,1,0,1,2,431121,4584616
"2014S009603","2","Dg",2014,12,"Desembre",28,21,0,1,0,1,2,431178,4584681
"2014S007199","2","Dl",2014,10,"Octubre",6,18,0,1,0,1,2,430983,4584634
"2014S006878","2","Dj",2014,9,"Setembre",25,16,0,1,0,1,2,431143,4584041
"2014S002188","2","Dm",2014,3,"Marc",25,14,0,1,0,1,2,430802,4583926
"2014S000972","2","Dv",2014,2,"Febrer",7,20,0,2,0,2,2,431154,4584833
"2014S003680","2","Dl",2014,5,"Maig",19,17,0,1,0,1,2,431256,4583964
"2014S009547","2","Dj",2014,12,"Desembre",25,14,0,1,0,1,2,431111,4584940
"2014S005104","2","Dj",2014,7,"Juliol",10,10,0,1,0,1,1,431116,4584950
"2014S000050","2","Dv",2014,1,"Gener",3,17,0,1,0,1,2,431752,4583658
"2014S004416","2","Dg",2014,6,"Juny",15,20,0,0,0,0,2,431550,4582947
"2014S007084","2","Dj",2014,10,"Octubre",2,19,0,1,0,1,2,431206,4583722
"2014S007504","3","Dv",2014,10,"Octubre",17,9,0,0,0,0,2,429396,4580852
"2014S007656","2","Dc",2014,10,"Octubre",22,11,0,1,0,1,1,432100,4583246
"2014S003809","2","Ds",2014,5,"Maig",24,0,0,1,0,1,2,431300,4583745
"2014S003655","2","Dg",2014,5,"Maig",18,15,0,1,0,1,2,431326,4583689
"2014S006996","2","Dm",2014,9,"Setembre",30,12,0,2,0,2,2,431372,4583546
"2014S006574","2","Ds",2014,9,"Setembre",13,13,0,1,0,1,2,432078,4583938
"2014S008777","2","Dv",2014,11,"Novembre",28,16,0,1,0,1,2,431856,4583752
"2014S006671","2","Dc",2014,9,"Setembre",17,14,0,1,0,1,2,431274,4583759
"2014S006768","3","Ds",2014,9,"Setembre",20,21,0,1,0,1,2,429416,4580812
"2014S007297","2","Dv",2014,10,"Octubre",10,14,0,1,0,1,2,431935,4583837
"2014S003160","2","Dm",2014,4,"Abril",29,18,0,1,0,1,2,432004,4583902
"2014S006352","2","Dc",2014,9,"Setembre",3,15,0,0,1,1,2,432108,4583631
"2014S000735","2","Dj",2014,1,"Gener",30,23,0,1,0,1,2,431883,4583774
"2014S003879","2","Dl",2014,5,"Maig",26,18,0,1,0,1,2,431902,4583714
"2014S001193","2","Dl",2014,2,"Febrer",17,12,0,1,0,1,2,431488,4583807
"2014S005054","2","Dm",2014,7,"Juliol",8,16,0,1,0,1,2,431455,4583181
"2014S002660","2","Dc",2014,4,"Abril",9,19,0,1,1,2,2,431549,4583273
"2014S007783","2","Ds",2014,10,"Octubre",25,11,0,0,0,0,5,432043,4583831
"2014S006962","3","Dg",2014,9,"Setembre",28,23,0,2,0,2,2,429754,4580911
"2014S009174","2","Ds",2014,12,"Desembre",13,17,0,0,0,0,2,431828,4583820
"2014S007751","2","Ds",2014,10,"Octubre",25,11,0,2,0,2,2,431846,4583822
"2014S009578","2","Ds",2014,12,"Desembre",27,8,0,1,0,1,2,431927,4583910
"2014S006800","2","Dl",2014,9,"Setembre",22,13,0,0,1,1,2,431927,4583910
"2014S000589","3","Ds",2014,1,"Gener",25,4,0,1,0,1,1,429700,4580855
"2014S009551","2","Dj",2014,12,"Desembre",25,18,0,1,0,1,2,431650,4583825
"2014S005990","2","Ds",2014,8,"Agost",16,14,0,2,0,2,2,431269,4583184
"2014S003433","2","Ds",2014,5,"Maig",10,1,0,1,0,1,2,431269,4583184
"2014S006142","2","Dl",2014,8,"Agost",25,15,0,2,0,2,2,431246,4583152
"2014S000730","2","Dj",2014,1,"Gener",30,21,0,1,0,1,2,431555,4583538
"2014S004307","2","Dc",2014,6,"Juny",11,21,0,1,0,1,1,431555,4583538
"2014S009255","2","Dm",2014,12,"Desembre",16,14,0,1,0,1,1,431599,4583608
"2014S004941","2","Dv",2014,7,"Juliol",4,20,0,2,0,2,2,431599,4583608
"2014S003598","2","Dv",2014,5,"Maig",16,9,0,1,0,1,2,431564,4583645
"2014S001895","3","Dv",2014,3,"Marc",14,12,0,1,0,1,1,429697,4580779
"2014S002891","3","Dj",2014,4,"Abril",17,23,0,2,0,2,2,429683,4580771
"2014S000613","2","Dg",2014,1,"Gener",26,18,0,1,0,1,2,431547,4583662
"2014S008318","2","Dc",2014,11,"Novembre",12,18,0,1,0,1,2,431547,4583662
"2014S002694","2","Dj",2014,4,"Abril",10,17,0,1,0,1,2,431361,4583488
"2014S000289","2","Dl",2014,1,"Gener",13,21,0,2,0,2,2,431112,4584376
"2014S002972","2","Dc",2014,4,"Abril",23,13,0,1,0,1,2,431419,4583405
"2014S005358","3","Ds",2014,7,"Juliol",19,7,0,0,0,0,1,429521,4580914
"2014S006779","2","Dg",2014,9,"Setembre",21,18,0,4,0,4,2,431545,4582782
"2014S004779","2","Dl",2014,6,"Juny",30,11,0,1,0,1,1,431728,4583635
"2014S000395","3","Dv",2014,1,"Gener",17,22,0,0,0,0,4,431000,4580610
"2014S006632","3","Dm",2014,9,"Setembre",16,8,0,0,0,0,2,430512,4580901
"2014S004435","3","Dl",2014,6,"Juny",16,15,0,1,0,1,1,431045,4580660
"2014S004661","3","Dm",2014,6,"Juny",24,14,0,2,0,2,2,430580,4580539
"2014S003806","3","Dv",2014,5,"Maig",23,19,0,1,0,1,2,431140,4580740
"2014S002470","3","Dj",2014,4,"Abril",3,18,0,0,1,1,1,430671,4580542
"2014S007196","3","Dl",2014,10,"Octubre",6,19,0,1,0,1,1,431023,4580459
"2014S007076","3","Dj",2014,10,"Octubre",2,17,0,1,0,1,1,431059,4580605
"2014S007905","3","Dj",2014,10,"Octubre",30,11,0,1,0,1,2,430712,4580895
"2014S005394","3","Dl",2014,7,"Juliol",21,9,0,1,0,1,1,428696,4579717
"2014S001656","3","Dj",2014,3,"Marc",6,9,0,1,0,1,2,430515,4579432
"2014S006850","3","Dc",2014,9,"Setembre",24,0,0,0,0,0,1,429304,4580589
"2014S007372","3","Dl",2014,10,"Octubre",13,16,0,1,0,1,1,429532,4578484
"2014S008534","3","Dj",2014,11,"Novembre",20,16,0,2,0,2,2,429654,4578574
"2014S002240","3","Dj",2014,3,"Marc",27,7,0,1,0,1,2,430149,4579104
"2014S009135","3","Dv",2014,12,"Desembre",12,15,0,1,0,1,2,429949,4578885
"2014S007734","3","Dv",2014,10,"Octubre",24,16,0,1,0,1,3,429453,4578421
"2014S002833","3","Dm",2014,4,"Abril",15,17,0,0,0,0,1,429585,4579943
"2014S005298","3","Dj",2014,7,"Juliol",17,7,0,1,0,1,2,427665,4575956
"2014S008408","3","Dg",2014,11,"Novembre",16,13,0,2,0,2,2,429027,4580682
"2014S002536","3","Ds",2014,4,"Abril",5,14,0,1,0,1,1,430452,4580009
"2014S009469","3","Dl",2014,12,"Desembre",22,13,0,1,0,1,2,427801,4575859
"2014S006799","3","Dl",2014,9,"Setembre",22,14,0,2,0,2,2,429230,4580912
"2014S001407","3","Dm",2014,2,"Febrer",25,18,0,1,0,1,3,428110,4578080
"2014S006927","3","Dv",2014,9,"Setembre",26,21,0,0,0,0,2,428940,4580908
"2014S008602","3","Dg",2014,11,"Novembre",23,11,0,1,0,1,2,430170,4580245
"2014S005357","3","Ds",2014,7,"Juliol",19,7,0,1,0,1,2,430788,4579915
"2014S007194","3","Dl",2014,10,"Octubre",6,16,0,1,0,1,1,430413,4580429
"2014S009293","3","Dc",2014,12,"Desembre",17,14,0,1,0,1,2,430206,4580581
"2014S007132","3","Ds",2014,10,"Octubre",4,11,0,4,0,4,2,429526,4579976
"2014S006685","3","Dj",2014,9,"Setembre",18,8,0,1,0,1,2,428884,4580008
"2014S005415","3","Dl",2014,7,"Juliol",21,18,1,0,0,1,2,427797,4578588
"2014S004824","3","Dm",2014,7,"Juliol",1,12,0,1,0,1,1,427830,4578605
"2014S003524","3","Dm",2014,5,"Maig",13,21,0,1,0,1,2,428361,4578729
"2014S000597","3","Ds",2014,1,"Gener",25,13,0,1,0,1,1,427200,4576010
"2014S005496","3","Dj",2014,7,"Juliol",24,11,0,1,0,1,3,428001,4578452
"2014S009072","3","Dj",2014,8,"Agost",21,18,0,1,0,1,2,428200,4578498
"2014S006368","3","Dj",2014,9,"Setembre",4,14,0,1,0,1,4,430724,4579706
"2014S009390","3","Dv",2014,12,"Desembre",19,22,0,0,0,0,1,427671,4578495
"2014S007051","3","Dj",2014,10,"Octubre",2,3,0,0,0,0,1,428273,4578597
"2014S007693","3","Dj",2014,10,"Octubre",23,10,0,1,0,1,1,426973,4576163
"2014S001271","3","Dj",2014,2,"Febrer",20,14,0,1,0,1,2,426909,4575189
"2014S000948","3","Dv",2014,2,"Febrer",7,12,0,0,1,1,1,426099,4576076
"2014S003235","3","Dv",2014,5,"Maig",2,13,0,1,0,1,1,425987,4575955
"2014S009606","3","Dl",2014,12,"Desembre",29,8,0,1,0,1,1,425959,4575897
"2014S000514","3","Dc",2014,1,"Gener",22,17,0,0,0,0,2,427408,4576545
"2014S003042","3","Dv",2014,4,"Abril",25,17,0,1,0,1,2,426149,4576109
"2014S004479","3","Dm",2014,6,"Juny",17,22,0,3,0,3,3,431015,4580281
"2014S009128","3","Dj",2014,12,"Desembre",11,12,0,1,0,1,2,430972,4580188
"2014S008843","3","Dl",2014,12,"Desembre",1,13,0,1,0,1,2,426029,4575851
"2014S007461","3","Dj",2014,10,"Octubre",16,6,0,1,0,1,2,426165,4577020
"2014S004451","3","Dm",2014,6,"Juny",17,9,0,1,0,1,2,429340,4578379
"2014S002070","3","Dj",2014,3,"Marc",20,14,0,1,0,1,1,428235,4579131
"2014S008058","3","Dm",2014,11,"Novembre",4,9,0,2,0,2,3,427709,4579679
"2014S000701","3","Dc",2014,1,"Gener",29,22,0,1,0,1,1,427701,4579636
"2014S003511","3","Dm",2014,5,"Maig",13,12,0,1,0,1,2,428520,4579166
"2014S004157","3","Dj",2014,6,"Juny",5,23,0,1,0,1,1,428615,4578725
"2014S001935","3","Ds",2014,3,"Marc",15,20,0,1,0,1,1,427963,4579004
"2014S003850","3","Dl",2014,5,"Maig",26,7,0,1,0,1,3,427954,4579194
"2014S006253","3","Ds",2014,8,"Agost",30,11,0,1,0,1,2,428631,4578918
"2014S007325","3","Ds",2014,10,"Octubre",11,15,0,1,0,1,2,428148,4579902
"2014S002818","3","Dm",2014,4,"Abril",15,1,0,1,0,1,2,427900,4579692
"2014S008998","3","Dg",2014,12,"Desembre",7,12,0,2,0,2,2,427966,4579557
"2014S006997","3","Dm",2014,9,"Setembre",30,13,0,1,0,1,2,428268,4579422
"2014S003174","3","Dc",2014,4,"Abril",30,9,0,1,0,1,2,428029,4579819
"2014S005430","3","Dm",2014,7,"Juliol",22,16,0,1,0,1,2,428157,4580140
"2014S005190","3","Dg",2014,7,"Juliol",13,19,0,2,0,2,2,428489,4580379
"2014S001803","3","Dm",2014,3,"Marc",11,19,0,1,0,1,1,428234,4580214
"2014S007687","3","Dj",2014,10,"Octubre",23,10,0,0,0,0,2,428257,4580237
"2014S001423","3","Dc",2014,2,"Febrer",26,8,0,1,0,1,3,428301,4579220
"2014S000708","3","Dj",2014,1,"Gener",30,7,0,1,0,1,2,428328,4580307
"2014S005446","3","Dm",2014,7,"Juliol",22,21,0,1,0,1,2,428110,4579288
"2014S008077","3","Dm",2014,11,"Novembre",4,19,0,0,0,0,2,428110,4579288
"2014S003614","3","Dv",2014,5,"Maig",16,18,0,2,0,2,1,428714,4579589
"2014S003766","3","Dj",2014,5,"Maig",22,18,0,1,0,1,1,427840,4579817
"2014S001545","3","Ds",2014,3,"Marc",1,4,0,0,0,0,1,427840,4579817
"2014S000637","3","Dl",2014,1,"Gener",27,19,0,1,0,1,2,427963,4579950
"2014S006102","3","Dv",2014,8,"Agost",22,13,0,0,1,1,1,428371,4578799
"2014S007352","3","Dg",2014,10,"Octubre",12,23,0,1,0,1,2,428559,4581357
"2014S001352","3","Dg",2014,2,"Febrer",23,21,0,1,0,1,2,428826,4580947
"2014S008793","3","Dv",2014,11,"Novembre",28,19,0,2,0,2,2,428661,4580953
"2014S000723","3","Dj",2014,1,"Gener",30,10,0,1,0,1,2,428382,4581471
"2014S002422","3","Dc",2014,4,"Abril",2,8,0,1,0,1,2,428382,4580963
"2014S005599","3","Dm",2014,7,"Juliol",29,14,0,0,0,0,2,428856,4580937
"2014S005125","3","Dj",2014,7,"Juliol",10,20,0,2,0,2,2,428856,4580937
"2014S008939","3","Dj",2014,12,"Desembre",4,20,0,1,0,1,1,428737,4581202
"2014S001235","3","Dc",2014,2,"Febrer",19,13,0,1,0,1,2,428785,4580755
"2014S009268","3","Dm",2014,12,"Desembre",16,20,0,1,0,1,2,428640,4580832
"2014S004878","3","Dj",2014,7,"Juliol",3,12,0,1,0,1,2,428674,4580719
"2014S005692","3","Dv",2014,8,"Agost",1,23,0,1,0,1,2,428543,4580981
"2014S009389","3","Dv",2014,12,"Desembre",19,19,0,2,0,2,3,428443,4580994
"2014S002531","3","Ds",2014,4,"Abril",5,13,0,1,0,1,1,428394,4580822
"2014S008285","3","Dm",2014,11,"Novembre",11,18,0,1,0,1,1,428818,4581076
"2014S003481","3","Dl",2014,5,"Maig",12,15,0,2,0,2,2,428818,4581076
"2014S008157","3","Dv",2014,11,"Novembre",7,9,0,1,0,1,2,428594,4580567
"2014S006440","3","Dg",2014,9,"Setembre",7,21,0,2,0,2,1,428675,4580647
"2014S004731","3","Dv",2014,6,"Juny",27,13,0,3,0,3,2,428683,4580654
"2014S000031","3","Dj",2014,1,"Gener",2,19,0,1,1,2,1,427457,4580233
"2014S004613","3","Ds",2014,6,"Juny",21,19,0,1,0,1,1,428372,4580648
"2014S008430","3","Dl",2014,11,"Novembre",17,13,0,1,0,1,2,427736,4579867
"2014S002849","3","Dc",2014,4,"Abril",16,11,0,1,0,1,2,427681,4579993
"2014S006310","3","Dm",2014,9,"Setembre",2,8,0,1,0,1,1,427616,4579874
"2014S008720","3","Dc",2014,11,"Novembre",19,13,0,0,0,0,2,427711,4579792
"2014S007265","3","Dj",2014,10,"Octubre",9,10,0,2,0,2,3,427711,4579792
"2014S005804","3","Dj",2014,8,"Agost",7,14,0,2,0,2,2,427936,4579996
"2014S008658","3","Dm",2014,11,"Novembre",25,15,0,1,0,1,2,427358,4580994
"2014S007524","3","Ds",2014,10,"Octubre",18,3,0,0,0,0,1,427617,4579896
"2014S002896","3","Dv",2014,4,"Abril",18,12,0,1,0,1,2,427612,4580292
"2014S008691","3","Dc",2014,11,"Novembre",26,14,0,1,0,1,2,427322,4580539
"2014S000957","3","Dv",2014,2,"Febrer",7,13,0,0,0,0,2,428461,4580535
"2014S004161","3","Dv",2014,6,"Juny",6,9,0,1,0,1,2,427042,4581132
"2014S007162","3","Dg",2014,10,"Octubre",5,17,0,2,0,2,2,427646,4581616
"2014S009610","3","Dl",2014,12,"Desembre",29,11,0,1,0,1,1,427576,4581593
"2014S004037","3","Dl",2014,6,"Juny",2,9,0,1,0,1,1,426992,4580901
"2014S005988","3","Ds",2014,8,"Agost",16,12,0,2,0,2,1,426763,4581025
"2014S005376","3","Dg",2014,7,"Juliol",20,15,0,2,0,2,2,426681,4581027
"2014S004802","3","Dl",2014,6,"Juny",30,17,0,1,0,1,2,427283,4581255
"2014S005536","3","Dv",2014,7,"Juliol",25,18,0,1,0,1,2,427040,4581036
"2014S005977","3","Dv",2014,8,"Agost",15,21,0,1,0,1,2,427272,4581330
"2014S009484","3","Dl",2014,12,"Desembre",22,21,0,3,0,3,2,427575,4581486
"2014S008106","3","Dc",2014,11,"Novembre",5,13,0,1,0,1,2,427341,4581003
"2014S007361","3","Dl",2014,10,"Octubre",13,10,0,2,0,2,2,427299,4581001
"2014S003022","3","Dm",2014,4,"Abril",22,21,0,1,0,1,2,427283,4581005
"2014S001016","3","Dl",2014,2,"Febrer",10,8,0,1,0,1,2,427540,4580521
"2014S003472","3","Dl",2014,5,"Maig",12,9,0,1,0,1,2,427540,4580521
"2014S009381","3","Dv",2014,12,"Desembre",19,19,0,1,0,1,2,427500,4580806
"2014S006438","3","Dg",2014,9,"Setembre",7,21,0,1,0,1,2,427853,4580946
"2014S000193","3","Dv",2014,1,"Gener",10,14,0,2,0,2,2,427749,4580988
"2014S009065","3","Dc",2014,12,"Desembre",10,13,0,1,0,1,2,427551,4580995
"2014S009555","3","Dj",2014,12,"Desembre",25,19,0,0,0,0,2,427620,4581148
"2014S006262","3","Dv",2014,8,"Agost",29,23,0,0,0,0,2,428055,4580809
"2014S007363","3","Dl",2014,10,"Octubre",13,11,0,0,1,1,1,428399,4581545
"2014S008223","3","Dg",2014,11,"Novembre",9,14,0,2,0,2,2,428116,4581485
"2014S004019","3","Dg",2014,6,"Juny",1,11,0,0,0,0,2,428131,4581340
"2014S002900","3","Dv",2014,4,"Abril",18,23,0,1,0,1,2,428160,4580972
"2014S001011","3","Dg",2014,2,"Febrer",9,22,0,1,0,1,1,428118,4580973
"2014S009406","3","Ds",2014,12,"Desembre",20,18,0,1,0,1,2,428091,4580974
"2014S003779","3","Dv",2014,5,"Maig",23,10,0,1,0,1,2,428154,4581526
"2014S001448","4","Dc",2014,2,"Febrer",26,16,0,2,0,2,3,428083,4582479
"2014S006618","4","Dl",2014,9,"Setembre",15,17,0,1,0,1,2,428287,4582044
"2014S005963","4","Dj",2014,8,"Agost",14,23,0,1,0,1,2,427545,4581937
"2014S001142","4","Dv",2014,2,"Febrer",14,14,0,1,0,1,2,428215,4582154
"2014S009150","4","Dv",2014,12,"Desembre",12,19,0,1,0,1,2,428147,4582725
"2014S004928","4","Dv",2014,7,"Juliol",4,15,0,1,0,1,2,428089,4581905
"2014S001393","4","Dm",2014,2,"Febrer",25,11,0,1,0,1,2,428393,4582224
"2014S005009","4","Dl",2014,7,"Juliol",7,16,0,1,0,1,2,427951,4582651
"2014S003656","4","Dg",2014,5,"Maig",18,15,0,1,0,1,2,427951,4582651
"2014S004250","4","Dm",2014,6,"Juny",10,11,0,1,0,1,2,427904,4582276
"2014S001202","4","Dl",2014,2,"Febrer",17,15,0,1,0,1,2,427950,4582085
"2014S006168","4","Dc",2014,8,"Agost",27,8,0,1,0,1,2,428480,4582630
"2014S000407","4","Ds",2014,1,"Gener",18,11,0,2,0,2,2,428505,4582845
"2014S001613","4","Dm",2014,3,"Marc",4,9,0,1,0,1,1,428480,4582702
"2014S007943","4","Dv",2014,10,"Octubre",31,9,0,1,0,1,2,428492,4582751
"2014S000676","4","Dc",2014,1,"Gener",29,8,0,2,0,2,2,427485,4582063
"2014S001261","4","Dj",2014,2,"Febrer",20,11,0,0,0,0,1,427155,4581483
"2014S003951","4","Dj",2014,5,"Maig",29,12,0,1,0,1,2,427510,4582622
"2014S005695","4","Dv",2014,8,"Agost",1,20,0,2,0,2,2,427510,4582622
"2014S000689","4","Dc",2014,1,"Gener",29,14,0,1,0,1,2,427225,4581826
"2014S000085","4","Dg",2014,1,"Gener",5,22,0,1,0,1,2,427225,4581826
"2014S000871","4","Dc",2014,2,"Febrer",5,11,0,1,0,1,2,427161,4581384
"2014S007443","4","Dc",2014,10,"Octubre",15,14,0,1,0,1,1,426922,4581359
"2014S002311","4","Ds",2014,3,"Marc",29,5,0,1,0,1,2,427313,4582552
