"NumeroExpedient","CodiDistricte","DiaSetmana","Any","MesAny","NomMes","DiaMes","HoraDia","NumeroMorts","NumeroLesionatsLleus","NumeroLesionatsGreus","NumeroVictimes","NumeroVehiclesImplicats","CoordenadaUTM_X","CoordenadaUTM_Y"
"2016S002817","5","Dj",2016,4,"Abril",14,8,0,1,0,1,2,427980,4583669
"2016S009830","5","Dm",2016,12,"Desembre",20,0,0,1,0,1,2,428038,4583465
"2016S002041","5","Dl",2016,3,"Marc",14,20,0,1,0,1,1,428004,4583465
"2016S001392","5","Dl",2016,2,"Febrer",22,18,0,1,0,1,2,427817,4583459
"2016S008972","5","Dm",2016,11,"Novembre",22,7,0,1,0,1,2,427616,4583452
"2016S003649","5","Dj",2016,5,"Maig",12,13,0,1,0,1,2,427616,4583452
"2016S001196","5","Dl",2016,2,"Febrer",15,17,0,1,0,1,2,428370,4583400
"2016S008160","5","Dc",2016,10,"Octubre",26,10,0,1,0,1,2,428028,4582780
"2016S002578","5","Dm",2016,4,"Abril",5,13,0,1,0,1,2,428446,4583562
"2016S005249","5","Dm",2016,7,"Juliol",5,8,0,0,0,0,1,428416,4583543
"2016S004959","5","Dj",2016,6,"Juny",23,15,0,1,0,1,3,428536,4583432
"2016S006563","5","Dg",2016,8,"Agost",28,15,0,1,0,1,1,428402,4583571
"2016S005739","5","Dj",2016,7,"Juliol",21,14,0,1,0,1,3,428200,4583787
"2016S006440","5","Dl",2016,8,"Agost",22,20,0,1,0,1,2,428623,4583427
"2016S007690","5","Dg",2016,10,"Octubre",9,23,0,3,0,3,3,428375,4582974
"2016S007714","5","Dl",2016,10,"Octubre",10,13,0,1,0,1,1,429079,4583612
"2016S005214","5","Dl",2016,7,"Juliol",4,9,0,2,0,2,2,429381,4583203
"2016S003801","5","Dc",2016,5,"Maig",18,10,0,2,0,2,3,429313,4583181
"2016S000218","5","Dl",2016,1,"Gener",11,12,0,1,0,1,3,429167,4583133
"2016S008357","5","Dc",2016,11,"Novembre",2,11,0,1,0,1,1,428759,4583561
"2016S000472","5","Dc",2016,1,"Gener",20,13,0,0,0,0,1,429450,4583325
"2016S001812","5","Dl",2016,3,"Marc",7,11,1,1,0,2,1,429309,4583522
"2016S004655","5","Dc",2016,6,"Juny",15,9,0,2,0,2,1,429277,4583370
"2016S005834","5","Dl",2016,7,"Juliol",25,10,0,1,0,1,2,428590,4583350
"2016S004945","5","Dj",2016,6,"Juny",23,9,0,1,0,1,2,429254,4583596
"2016S007088","5","Dg",2016,9,"Setembre",18,10,0,1,0,1,2,429146,4583736
"2016S009514","5","Dg",2016,12,"Desembre",11,19,0,0,0,0,3,428884,4583040
"2016S001905","5","Dc",2016,3,"Marc",9,19,0,1,0,1,2,429434,4583220
"2016S009063","5","Dv",2016,11,"Novembre",25,9,0,0,1,1,1,429054,4583668
"2016S002179","5","Dv",2016,3,"Marc",18,23,0,1,0,1,2,428571,4584015
"2016S002048","5","Dm",2016,3,"Marc",15,8,0,1,0,1,1,428993,4583086
"2016S003685","5","Dv",2016,5,"Maig",13,15,0,1,0,1,2,429088,4583368
"2016S007303","5","Dg",2016,9,"Setembre",25,21,0,1,0,1,2,429175,4583445
"2016S001287","5","Dj",2016,2,"Febrer",18,17,0,1,0,1,2,429175,4583445
"2016S004569","5","Ds",2016,6,"Juny",11,13,0,0,0,0,3,425710,4584008
"2016S004193","5","Dm",2016,5,"Maig",31,18,0,3,0,3,2,425270,4584550
"2016S001232","5","Dc",2016,2,"Febrer",17,9,0,1,0,1,2,426491,4584413
"2016S003219","5","Dj",2016,4,"Abril",28,9,0,1,0,1,2,426551,4584419
"2016S010121","5","Dv",2016,12,"Desembre",30,18,0,0,0,0,3,426284,4584235
"2016S005023","5","Dl",2016,6,"Juny",27,12,0,1,0,1,2,426043,4584498
"2016S002654","5","Dv",2016,4,"Abril",8,8,0,1,0,1,3,426563,4584403
"2016S007821","5","Dv",2016,10,"Octubre",14,16,0,3,0,3,3,425957,4583635
"2016S007243","5","Dj",2016,9,"Setembre",22,18,0,2,0,2,3,425957,4583635
"2016S000072","5","Dl",2016,1,"Gener",4,21,0,1,0,1,2,425957,4583635
"2016S005869","5","Dm",2016,7,"Juliol",26,15,0,1,0,1,2,425910,4583446
"2016S006418","5","Dg",2016,8,"Agost",21,12,0,2,0,2,2,426894,4583919
"2016S005111","5","Dj",2016,6,"Juny",30,9,0,1,0,1,2,425336,4584822
"2016S009202","5","Dc",2016,11,"Novembre",30,11,0,1,0,1,1,426296,4584167
"2016S007862","5","Dg",2016,10,"Octubre",16,2,0,1,0,1,1,425903,4584679
"2016S000796","5","Dl",2016,2,"Febrer",1,12,0,1,0,1,2,425886,4584695
"2016S004078","5","Dv",2016,5,"Maig",27,17,0,1,0,1,2,426398,4584289
"2016S001029","5","Dm",2016,2,"Febrer",9,1,0,1,0,1,1,426396,4584243
"2016S006778","5","Dm",2016,9,"Setembre",6,19,0,2,0,2,2,426458,4584324
"2016S004377","5","Dg",2016,6,"Juny",5,20,0,1,0,1,2,427001,4583231
"2016S008311","5","Dl",2016,10,"Octubre",31,15,0,1,0,1,2,426871,4583104
"2016S002340","5","Ds",2016,3,"Marc",26,14,0,3,0,3,2,427525,4583295
"2016S008831","5","Dj",2016,11,"Novembre",17,8,0,2,0,2,2,427394,4584154
"2016S001983","5","Dv",2016,3,"Marc",11,15,0,1,0,1,2,427283,4583471
"2016S004292","5","Dv",2016,6,"Juny",3,7,0,2,0,2,2,427674,4583269
"2016S005225","5","Dl",2016,7,"Juliol",4,16,0,2,0,2,2,427119,4583616
"2016S003981","5","Dm",2016,5,"Maig",24,17,0,1,0,1,2,427673,4583226
"2016S004230","5","Dc",2016,6,"Juny",1,16,0,1,0,1,1,427673,4583226
"2016S003587","5","Dm",2016,5,"Maig",10,10,0,4,0,4,2,426905,4583900
"2016S009207","5","Dc",2016,11,"Novembre",30,15,0,1,0,1,2,426831,4583846
"2016S007749","5","Dm",2016,10,"Octubre",11,20,0,2,0,2,2,427126,4582847
"2016S000233","5","Dm",2016,1,"Gener",12,8,0,1,0,1,2,427290,4582900
"2016S001666","5","Dc",2016,3,"Marc",2,11,0,2,0,2,2,427134,4583125
"2016S003605","5","Dm",2016,5,"Maig",10,20,0,1,0,1,2,427546,4583221
"2016S009976","5","Ds",2016,12,"Desembre",24,20,0,1,0,1,3,427584,4583501
"2016S002004","5","Dg",2016,3,"Marc",13,11,0,2,0,2,2,427507,4583015
"2016S002948","5","Dl",2016,4,"Abril",18,19,0,2,0,2,2,427600,4583510
"2016S007275","5","Ds",2016,9,"Setembre",24,6,0,0,0,0,2,427600,4583510
"2016S005505","5","Dc",2016,7,"Juliol",13,13,0,1,0,1,3,427674,4583624
"2016S007151","5","Dm",2016,9,"Setembre",20,12,0,0,0,0,1,427128,4584062
"2016S005602","5","Dv",2016,7,"Juliol",15,21,0,1,0,1,2,427183,4583985
"2016S002803","5","Dc",2016,4,"Abril",13,15,0,1,0,1,2,427162,4584991
"2016S009669","5","Dv",2016,12,"Desembre",16,14,0,1,0,1,2,426771,4584614
"2016S002049","5","Dm",2016,3,"Marc",15,9,0,0,0,0,1,427022,4584928
"2016S007521","5","Dm",2016,10,"Octubre",4,9,0,2,0,2,3,427129,4584967
"2016S002372","5","Dm",2016,3,"Marc",29,7,0,1,0,1,3,427279,4585098
"2016S004438","5","Dm",2016,6,"Juny",7,19,0,1,0,1,2,426784,4584604
"2016S006187","5","Dl",2016,8,"Agost",8,19,0,1,0,1,2,426968,4584915
"2016S008512","5","Dm",2016,11,"Novembre",8,8,0,1,0,1,2,427512,4584523
"2016S004800","5","Dg",2016,6,"Juny",19,18,0,3,0,3,2,427113,4584535
"2016S001085","5","Dj",2016,2,"Febrer",11,9,0,1,0,1,2,427709,4584491
"2016S000873","5","Dc",2016,2,"Febrer",3,13,0,2,0,2,3,427091,4584062
"2016S009533","5","Dl",2016,12,"Desembre",12,14,0,1,0,1,2,427840,4585069
"2016S003676","5","Dv",2016,5,"Maig",13,12,0,1,0,1,2,428038,4584065
"2016S000787","5","Dl",2016,2,"Febrer",1,7,0,0,0,0,1,428109,4584128
"2016S004778","5","Ds",2016,6,"Juny",18,12,0,1,0,1,2,427701,4585357
"2016S006767","5","Dm",2016,9,"Setembre",6,9,0,1,0,1,2,427706,4585328
"2016S000600","5","Dg",2016,1,"Gener",24,15,0,2,0,2,2,427706,4585328
"2016S009158","5","Dm",2016,11,"Novembre",29,9,0,2,0,2,2,427589,4585710
"2016S009206","5","Dc",2016,11,"Novembre",30,13,0,1,0,1,2,428175,4584278
"2016S009091","5","Dv",2016,11,"Novembre",25,18,0,1,0,1,2,427916,4584986
"2016S009382","5","Dm",2016,12,"Desembre",6,2,0,1,0,1,2,428544,4584204
"2016S004526","5","Dv",2016,6,"Juny",10,11,0,2,0,2,2,429031,4584374
"2016S005526","5","Dj",2016,7,"Juliol",14,4,0,2,0,2,1,428950,4584365
"2016S008165","5","Dc",2016,10,"Octubre",26,13,0,1,0,1,2,428441,4584121
"2016S005024","5","Dl",2016,6,"Juny",27,12,0,1,0,1,1,427760,4584185
"2016S008060","5","Dg",2016,10,"Octubre",23,1,0,0,0,0,2,427778,4584229
"2016S009612","5","Dc",2016,12,"Desembre",14,19,0,1,0,1,2,427721,4584034
"2016S007711","5","Dl",2016,10,"Octubre",10,15,0,1,0,1,2,428694,4584332
"2016S004828","5","Dl",2016,6,"Juny",20,11,0,1,0,1,2,428694,4584332
"2016S006387","5","Dj",2016,8,"Agost",18,21,0,1,0,1,2,428782,4584341
"2016S000085","5","Dm",2016,1,"Gener",5,13,0,2,0,2,2,428929,4583869
"2016S000497","5","Dj",2016,1,"Gener",21,9,0,1,0,1,2,427674,4584390
"2016S010018","5","Dm",2016,12,"Desembre",27,14,0,1,0,1,2,427883,4583898
"2016S008705","5","Dg",2016,11,"Novembre",13,2,0,1,0,1,2,427904,4583904
"2016S001195","5","Dl",2016,2,"Febrer",15,19,0,2,0,2,2,427921,4583923
"2016S005147","5","Dv",2016,7,"Juliol",1,9,0,1,0,1,2,427838,4583891
"2016S006677","5","Dv",2016,9,"Setembre",2,13,0,0,0,0,2,428855,4584044
"2016S000545","5","Dv",2016,1,"Gener",22,14,0,1,0,1,2,427586,4584242
"2016S005761","5","Dv",2016,7,"Juliol",22,9,0,1,0,1,1,427730,4584363
"2016S004073","5","Dv",2016,5,"Maig",27,15,0,2,0,2,2,428706,4584543
"2016S005028","5","Dl",2016,6,"Juny",27,14,0,1,0,1,2,428336,4584193
"2016S006867","5","Dv",2016,9,"Setembre",9,20,0,1,0,1,2,428354,4584235
"2016S003719","5","Ds",2016,5,"Maig",14,16,0,1,0,1,2,428399,4584254
"2016S004111","5","Dg",2016,5,"Maig",29,0,0,2,0,2,1,428524,4584980
"2016S002045","5","Dl",2016,3,"Marc",14,21,0,1,0,1,2,428573,4584343
"2016S006571","5","Dl",2016,8,"Agost",29,7,0,1,0,1,3,428274,4584232
"2016S003892","5","Dv",2016,5,"Maig",20,20,0,1,0,1,2,428731,4584520
"2016S004659","5","Dc",2016,6,"Juny",15,11,0,0,0,0,1,423607,4586843
"2016S005006","5","Dg",2016,6,"Juny",26,14,0,2,0,2,2,426301,4585775
"2016S001904","5","Dc",2016,3,"Marc",9,19,0,1,0,1,2,425341,4585742
"2016S004008","6","Dc",2016,5,"Maig",25,13,0,0,0,0,2,428947,4584700
"2016S009941","6","Dv",2016,12,"Desembre",23,16,0,1,0,1,2,428836,4584836
"2016S005860","6","Dm",2016,7,"Juliol",26,8,0,1,0,1,2,428091,4585436
"2016S007927","6","Dm",2016,10,"Octubre",18,15,0,0,0,0,3,428190,4585471
"2016S002746","6","Dl",2016,4,"Abril",11,21,0,1,0,1,2,428232,4585257
"2016S003151","6","Dm",2016,4,"Abril",26,8,0,1,0,1,2,428313,4586076
"2016S004486","6","Dj",2016,6,"Juny",9,8,0,1,0,1,2,428199,4585893
"2016S008047","6","Ds",2016,10,"Octubre",22,12,0,1,0,1,1,428668,4585402
"2016S004904","6","Dm",2016,6,"Juny",21,20,0,2,0,2,1,428489,4586014
"2016S002122","6","Dj",2016,3,"Marc",17,12,0,1,0,1,1,429701,4585502
"2016S000714","6","Dj",2016,1,"Gener",28,17,0,0,0,0,1,429679,4584975
"2016S000214","6","Dl",2016,1,"Gener",11,9,0,1,0,1,2,429952,4585070
"2016S002284","6","Dc",2016,3,"Marc",23,8,0,1,0,1,2,430004,4585112
"2016S000685","6","Dc",2016,1,"Gener",27,18,0,1,1,2,1,429912,4585133
"2016S000938","6","Dv",2016,2,"Febrer",5,12,0,1,0,1,1,429138,4584626
"2016S005318","6","Dj",2016,7,"Juliol",7,10,0,3,0,3,3,429153,4584635
"2016S000578","6","Ds",2016,1,"Gener",23,17,0,1,0,1,2,429181,4584649
"2016S001602","6","Dl",2016,2,"Febrer",29,11,0,1,0,1,2,429200,4584658
"2016S005088","6","Dc",2016,6,"Juny",29,11,0,1,0,1,1,429206,4584703
"2016S006245","6","Dj",2016,8,"Agost",11,10,0,1,0,1,3,429298,4584704
"2016S008130","6","Dm",2016,10,"Octubre",25,12,0,0,0,0,1,429509,4584765
"2016S003003","6","Dc",2016,4,"Abril",20,15,0,1,0,1,1,429278,4585072
"2016S008149","6","Dm",2016,10,"Octubre",25,20,0,1,0,1,2,429139,4584567
"2016S007110","6","Dl",2016,9,"Setembre",19,10,0,1,0,1,2,429583,4584413
"2016S008982","6","Dm",2016,11,"Novembre",22,12,0,1,0,1,2,429914,4584606
"2016S010025","6","Dm",2016,12,"Desembre",27,19,0,1,0,1,2,429025,4584481
"2016S000647","6","Dm",2016,1,"Gener",26,9,0,1,0,1,2,429205,4584135
"2016S001128","6","Dj",2016,2,"Febrer",11,16,0,0,0,0,1,429621,4583565
"2016S004588","6","Dg",2016,6,"Juny",12,17,0,1,0,1,2,429759,4583325
"2016S005489","6","Dm",2016,7,"Juliol",12,21,0,0,0,0,1,429569,4583765
"2016S007824","6","Dv",2016,10,"Octubre",14,16,0,1,0,1,2,429600,4583457
"2016S001550","6","Ds",2016,2,"Febrer",27,1,0,1,0,1,2,429854,4583373
"2016S000983","6","Dg",2016,2,"Febrer",7,9,0,1,0,1,2,429927,4583445
"2016S006526","6","Dv",2016,8,"Agost",26,18,0,1,0,1,2,429927,4583445
"2016S007878","6","Dg",2016,10,"Octubre",16,21,0,1,0,1,2,429962,4583479
"2016S009120","6","Dg",2016,11,"Novembre",27,12,0,1,0,1,1,429552,4583919
"2016S007241","6","Dj",2016,9,"Setembre",22,18,0,1,0,1,1,429783,4583919
"2016S001382","6","Dl",2016,2,"Febrer",22,12,0,3,0,3,2,429325,4583911
"2016S000438","6","Dm",2016,1,"Gener",19,10,0,1,0,1,1,429278,4583983
"2016S009930","6","Dv",2016,12,"Desembre",23,14,0,1,0,1,2,430220,4583733
"2016S004204","6","Dm",2016,5,"Maig",31,23,0,2,0,2,2,430118,4583999
"2016S005558","6","Dj",2016,7,"Juliol",14,18,0,1,0,1,2,429830,4583980
"2016S000079","6","Dm",2016,1,"Gener",5,12,0,1,0,1,2,430028,4584092
"2016S008064","6","Dg",2016,10,"Octubre",23,3,0,1,0,1,2,430009,4583526
"2016S005063","6","Dm",2016,6,"Juny",28,14,0,2,0,2,2,430227,4584131
"2016S003976","6","Dm",2016,5,"Maig",24,14,0,1,0,1,2,430177,4584236
"2016S006401","6","Dv",2016,8,"Agost",19,23,0,1,0,1,1,430488,4584336
"2016S003483","6","Dv",2016,5,"Maig",6,10,0,1,0,1,2,430390,4584294
"2016S007049","6","Dv",2016,9,"Setembre",16,15,0,1,0,1,1,430672,4584174
"2016S006492","6","Dj",2016,8,"Agost",25,10,0,2,0,2,2,429891,4584195
"2016S004577","6","Dg",2016,6,"Juny",12,1,0,1,0,1,1,430291,4584234
"2016S009989","6","Dg",2016,12,"Desembre",25,14,0,1,0,1,2,430714,4584153
"2016S007555","6","Dc",2016,10,"Octubre",5,9,0,1,0,1,2,430749,4584250
"2016S003527","6","Dg",2016,5,"Maig",8,16,0,1,0,1,2,430612,4584444
"2016S000663","6","Dm",2016,1,"Gener",26,17,0,0,0,0,1,429838,4584383
"2016S001579","6","Dg",2016,2,"Febrer",28,0,0,1,0,1,1,429838,4584383
"2016S009473","6","Dv",2016,12,"Desembre",9,20,0,1,0,1,2,430448,4583956
"2016S006434","6","Dl",2016,8,"Agost",22,16,0,1,0,1,2,430285,4583985
"2016S009577","6","Dm",2016,12,"Desembre",13,20,0,2,0,2,2,430578,4583903
"2016S004617","6","Dm",2016,6,"Juny",14,8,0,1,0,1,1,429849,4584923
"2016S002795","6","Dc",2016,4,"Abril",13,15,0,1,0,1,1,430430,4584638
"2016S009583","6","Dc",2016,12,"Desembre",14,9,0,1,0,1,2,430427,4584561
"2016S008143","6","Dm",2016,10,"Octubre",25,15,0,1,0,1,2,430008,4584659
"2016S002120","6","Dj",2016,3,"Marc",17,11,0,1,0,1,2,430227,4584655
"2016S001224","7","Dm",2016,2,"Febrer",16,19,0,3,0,3,2,428432,4586453
"2016S003665","7","Dv",2016,5,"Maig",13,6,0,1,0,1,2,428844,4586241
"2016S000048","7","Dl",2016,1,"Gener",4,10,0,1,0,1,2,428372,4586427
"2016S009523","7","Dl",2016,12,"Desembre",12,8,0,1,0,1,2,428194,4586571
"2016S003226","7","Dj",2016,4,"Abril",28,15,0,1,0,1,1,428022,4586708
"2016S008345","7","Dc",2016,11,"Novembre",2,4,0,0,0,0,1,428661,4587178
"2016S000397","7","Dg",2016,1,"Gener",17,16,0,5,0,5,2,428611,4587028
"2016S003276","7","Ds",2016,4,"Abril",30,0,0,2,0,2,2,428784,4587500
"2016S002813","7","Dc",2016,4,"Abril",13,21,0,1,0,1,2,428907,4587422
"2016S001314","7","Dv",2016,2,"Febrer",19,14,0,1,0,1,4,428733,4587304
"2016S006279","7","Dv",2016,8,"Agost",12,16,0,0,0,0,1,427714,4587312
"2016S006756","7","Dm",2016,9,"Setembre",6,0,0,0,0,0,1,427576,4587286
"2016S002182","7","Ds",2016,3,"Marc",19,0,0,2,1,3,1,427115,4587245
"2016S004995","7","Ds",2016,6,"Juny",25,21,0,2,0,2,1,427701,4587378
"2016S009150","7","Dl",2016,11,"Novembre",28,20,0,1,0,1,3,428713,4587166
"2016S009229","7","Dc",2016,11,"Novembre",30,21,0,1,0,1,3,428924,4587582
"2016S007193","7","Dc",2016,9,"Setembre",21,12,0,1,0,1,2,428531,4586737
"2016S009800","7","Dm",2016,12,"Desembre",20,8,0,1,0,1,2,428531,4586737
"2016S003283","7","Ds",2016,4,"Abril",30,11,0,2,0,2,1,428599,4586926
"2016S007781","7","Dj",2016,10,"Octubre",13,10,0,2,0,2,3,428700,4587210
"2016S003066","7","Dv",2016,4,"Abril",22,13,0,1,0,1,1,428755,4587483
"2016S000219","7","Dl",2016,1,"Gener",11,15,0,1,0,1,2,428977,4587729
"2016S005030","7","Dl",2016,6,"Juny",27,15,0,1,0,1,2,428977,4587729
"2016S000680","7","Dc",2016,1,"Gener",27,16,0,1,0,1,2,429097,4586612
"2016S001991","7","Ds",2016,3,"Marc",12,13,0,1,0,1,2,429184,4586651
"2016S006320","7","Dl",2016,8,"Agost",15,14,0,1,0,1,2,429583,4586913
"2016S002438","7","Dj",2016,3,"Marc",31,10,0,1,0,1,2,429350,4587797
"2016S001936","7","Dj",2016,3,"Marc",10,13,0,2,0,2,2,428666,4588827
"2016S008216","7","Dv",2016,10,"Octubre",28,8,0,1,0,1,3,429455,4588104
"2016S008588","7","Dc",2016,11,"Novembre",9,19,0,1,0,1,2,429414,4587790
"2016S003588","7","Dm",2016,5,"Maig",10,9,0,0,0,0,1,429775,4586265
"2016S002353","7","Dl",2016,3,"Marc",28,5,0,1,0,1,1,428982,4588643
"2016S010150","7","Dc",2016,12,"Desembre",21,14,0,1,0,1,1,429956,4588050
"2016S001968","7","Dv",2016,3,"Marc",11,14,0,4,0,4,2,429913,4588065
"2016S009842","7","Dc",2016,12,"Desembre",21,6,0,2,0,2,3,429038,4587812
"2016S004852","7","Dl",2016,6,"Juny",20,17,0,1,0,1,2,429398,4587989
"2016S002850","7","Dv",2016,4,"Abril",15,10,0,1,0,1,2,429492,4588022
"2016S001723","7","Dj",2016,3,"Marc",3,19,0,1,0,1,1,429407,4587967
"2016S003886","7","Dv",2016,5,"Maig",20,16,0,1,0,1,2,429885,4588090
"2016S001624","7","Dl",2016,2,"Febrer",29,17,0,1,0,1,2,429435,4587255
"2016S009117","7","Dg",2016,11,"Novembre",27,6,0,0,0,0,1,429312,4587515
"2016S003347","7","Dl",2016,5,"Maig",2,18,0,0,0,0,1,429906,4587192
"2016S004826","7","Dl",2016,6,"Juny",20,11,0,1,0,1,2,429828,4587393
"2016S001311","7","Dv",2016,2,"Febrer",19,14,0,1,0,1,2,430065,4586729
"2016S000045","7","Dl",2016,1,"Gener",4,9,0,0,0,0,1,429725,4585836
"2016S005501","7","Dc",2016,7,"Juliol",13,9,0,3,0,3,1,429753,4585503
"2016S005186","7","Ds",2016,7,"Juliol",2,21,0,1,0,1,3,430107,4585381
"2016S000878","7","Dc",2016,2,"Febrer",3,13,0,2,0,2,1,429483,4586023
"2016S003868","7","Dv",2016,5,"Maig",20,11,0,1,0,1,2,429213,4585937
"2016S000529","7","Dj",2016,1,"Gener",21,21,0,1,0,1,2,430268,4584836
"2016S005407","7","Dg",2016,7,"Juliol",10,14,0,0,0,0,1,429123,4586129
"2016S009698","7","Ds",2016,12,"Desembre",17,6,0,2,0,2,2,429317,4586334
"2016S008643","7","Dv",2016,11,"Novembre",11,10,0,1,0,1,2,429257,4586284
"2016S009510","7","Dg",2016,12,"Desembre",11,18,0,1,0,1,2,429633,4586769
"2016S010037","7","Dc",2016,12,"Desembre",28,11,0,1,0,1,1,429373,4586418
"2016S000676","7","Dc",2016,1,"Gener",27,13,0,1,0,1,1,429543,4586267
"2016S002471","7","Dv",2016,4,"Abril",1,8,0,1,0,1,1,429596,4586432
"2016S000394","7","Dg",2016,1,"Gener",17,12,0,1,0,1,1,429662,4586919
"2016S006321","7","Dl",2016,8,"Agost",15,13,0,1,0,1,1,429462,4586646
"2016S007160","7","Dm",2016,9,"Setembre",20,14,0,0,0,0,1,429220,4586520
"2016S003010","7","Dc",2016,4,"Abril",20,17,0,3,0,3,2,431005,4584872
"2016S008773","7","Dm",2016,11,"Novembre",15,13,0,1,0,1,2,430542,4585129
"2016S002887","7","Ds",2016,4,"Abril",16,12,0,2,0,2,1,430469,4585283
"2016S010140","7","Ds",2016,12,"Desembre",31,19,0,1,0,1,1,430520,4585220
"2016S009020","7","Dj",2016,11,"Novembre",24,9,0,1,0,1,3,430584,4585129
"2016S005903","7","Dc",2016,7,"Juliol",27,15,0,1,0,1,1,430461,4585008
"2016S005588","7","Dv",2016,7,"Juliol",15,14,0,2,0,2,2,430758,4584696
"2016S004081","7","Dv",2016,5,"Maig",27,16,0,1,0,1,1,430621,4585032
"2016S007330","7","Dl",2016,9,"Setembre",26,21,0,1,0,1,2,430259,4585307
"2016S005070","7","Dm",2016,6,"Juny",28,17,0,1,0,1,2,430707,4584605
"2016S003462","7","Dj",2016,5,"Maig",5,18,0,3,0,3,2,430683,4585336
"2016S005738","7","Dj",2016,7,"Juliol",21,13,0,1,0,1,2,430876,4584812
"2016S003499","7","Ds",2016,5,"Maig",7,1,0,1,0,1,2,430617,4585456
"2016S001606","7","Dl",2016,2,"Febrer",29,11,0,1,0,1,2,430384,4585321
"2016S009346","7","Dg",2016,12,"Desembre",4,12,0,1,0,1,2,430874,4586159
"2016S006842","7","Dj",2016,9,"Setembre",8,20,0,1,0,1,1,431049,4586054
"2016S001555","7","Ds",2016,2,"Febrer",27,5,0,2,0,2,2,431049,4586054
"2016S009879","7","Dc",2016,12,"Desembre",21,16,0,1,0,1,3,430928,4585768
"2016S009190","7","Dm",2016,11,"Novembre",29,21,0,1,0,1,2,431075,4586058
"2016S001598","7","Dl",2016,2,"Febrer",29,9,0,1,0,1,2,431008,4585479
"2016S002356","7","Dl",2016,3,"Marc",28,11,0,0,0,0,3,431547,4585600
"2016S006317","7","Dl",2016,8,"Agost",15,1,0,2,0,2,1,431167,4585900
"2016S001197","7","Dl",2016,2,"Febrer",15,22,0,2,0,2,2,431238,4586175
"2016S005206","7","Dg",2016,7,"Juliol",3,17,0,1,0,1,1,430979,4585347
"2016S004400","7","Dl",2016,6,"Juny",6,18,0,1,0,1,2,431607,4585969
"2016S009971","7","Ds",2016,12,"Desembre",24,19,0,1,0,1,3,431607,4585969
"2016S010069","7","Dj",2016,12,"Desembre",29,11,0,2,0,2,3,431303,4586353
"2016S007542","7","Dm",2016,10,"Octubre",4,21,0,2,0,2,2,431451,4586201
"2016S008328","7","Dm",2016,11,"Novembre",1,7,0,0,0,0,4,431143,4585569
"2016S000006","7","Dv",2016,1,"Gener",1,9,0,1,0,1,1,431172,4585440
"2016S000939","7","Dv",2016,2,"Febrer",5,13,0,1,0,1,2,431321,4585952
"2016S000102","8","Dm",2016,1,"Gener",5,20,0,0,0,0,1,431546,4590172
"2016S007284","8","Ds",2016,9,"Setembre",24,20,0,0,1,1,2,432086,4590076
"2016S007056","8","Dv",2016,9,"Setembre",16,14,0,2,0,2,2,432086,4590076
"2016S000386","8","Dg",2016,1,"Gener",17,1,0,0,0,0,2,430971,4588885
"2016S009281","8","Dv",2016,12,"Desembre",2,0,0,0,0,0,1,430868,4588545
"2016S008814","8","Dc",2016,11,"Novembre",16,18,0,1,0,1,2,430846,4588484
"2016S006306","8","Dg",2016,8,"Agost",14,8,0,0,1,1,1,430710,4588611
"2016S009219","8","Dc",2016,11,"Novembre",30,14,0,1,0,1,2,430808,4588463
"2016S007118","8","Dl",2016,9,"Setembre",19,17,0,1,0,1,1,430963,4589154
"2016S000610","8","Dl",2016,1,"Gener",25,7,0,2,0,2,2,432101,4590236
"2016S008567","8","Dm",2016,11,"Novembre",8,17,0,1,0,1,1,430724,4588569
"2016S003325","8","Dl",2016,5,"Maig",2,8,0,1,0,1,2,430613,4588408
"2016S005470","8","Dm",2016,7,"Juliol",12,15,0,0,1,1,2,430705,4588448
"2016S004544","8","Dv",2016,6,"Juny",10,15,0,1,0,1,2,430183,4588256
"2016S002875","8","Dv",2016,4,"Abril",15,21,0,1,0,1,2,430074,4588160
"2016S003493","8","Dv",2016,5,"Maig",6,17,0,1,0,1,4,431678,4588859
"2016S002561","8","Dl",2016,4,"Abril",4,19,0,1,0,1,2,431153,4588665
"2016S001356","8","Dg",2016,2,"Febrer",21,8,0,0,0,0,2,431238,4588728
"2016S001033","8","Dm",2016,2,"Febrer",9,8,0,1,0,1,2,431219,4589044
"2016S005555","8","Dj",2016,7,"Juliol",14,16,0,1,0,1,3,431299,4588913
"2016S000008","8","Dv",2016,1,"Gener",1,13,0,0,0,0,2,431311,4588713
"2016S005203","8","Dg",2016,7,"Juliol",3,17,0,1,0,1,2,431332,4588754
"2016S001644","8","Dm",2016,3,"Marc",1,13,0,1,0,1,2,431345,4588720
"2016S003936","8","Dg",2016,5,"Maig",22,17,0,1,0,1,1,430955,4588592
"2016S008869","8","Dv",2016,11,"Novembre",18,9,0,1,0,1,2,431905,4589255
"2016S007029","8","Dj",2016,9,"Setembre",15,22,0,3,0,3,2,431739,4588852
"2016S007508","8","Dl",2016,10,"Octubre",3,18,0,1,0,1,1,432065,4589102
"2016S009065","8","Dv",2016,11,"Novembre",25,9,0,1,0,1,2,430644,4588365
"2016S006280","8","Dv",2016,8,"Agost",12,20,0,3,0,3,1,430799,4587983
"2016S007794","8","Dj",2016,10,"Octubre",13,19,0,1,0,1,2,432075,4588905
"2016S000303","8","Dj",2016,1,"Gener",14,5,0,1,0,1,2,432262,4589091
