"NumeroExpedient","CodiDistricte","DiaSetmana","Any","MesAny","NomMes","DiaMes","HoraDia","DescripcioCausaVianant","TipusVehicleImplicat","DescripcioSexe","DescripcioTipusPersona","Edat","DescripcioVictimitzacio","CoordenadaUTM_Y","CoordenadaUTM_X"
"2014S002885","10","Dj",2014,4,"Abril",17,4,"TrnPeuCalcada","Furgoneta","Dona","Vianant",77,"Lleu",4585256,431652
"2014S004307","2","Dc",2014,6,"Juny",11,9,"No","Turisme","Dona","Vianant",41,"Lleu",4583538,431555
"2014S003797","10","Dv",2014,5,"Maig",23,5,"CreuaForaPas","Turisme","Home","Vianant",37,"Lleu",4585167,431338
"2014S003133","2","Dl",2014,4,"Abril",28,7,"No","Turisme","Dona","Vianant",16,"Lleu",4582183,429632
"2014S004521","2","Dj",2014,6,"Juny",19,12,"Altres","Taxi","Home","Vianant",60,"Lleu",4583221,429606
"2014S004185","1","Dv",2014,6,"Juny",6,5,"CreuaForaPas","Motocicleta","Dona","Vianant",84,"Lleu",4581525,432255
"2014S003539","2","Dc",2014,5,"Maig",14,1,"CreuaForaPas","Motocicleta","Dona","Vianant",24,"Lleu",4582957,431035
"2014S004729","2","Dv",2014,6,"Juny",27,12,"DsbSemafor","Taxi","Dona","Vianant",18,"Lleu",4582391,430639
"2014S004738","2","Dv",2014,6,"Juny",27,3,"No","Turisme","Home","Vianant",60,"Lleu",4582736,429206
"2014S005328","6","Dv",2014,7,"Juliol",18,11,"No","Turisme","Home","Vianant",45,"Lleu",4584559,428908
"2014S003140","2","Dm",2014,4,"Abril",29,10,"No","Turisme","Home","Vianant",59,"Lleu",4583398,430704
"2014S003150","9","Dm",2014,4,"Abril",29,1,"No","Turisme","Dona","Vianant",66,"Lleu",4587017,432158
"2014S002960","4","Dc",2014,4,"Abril",23,8,"No","Turisme","Dona","Vianant",43,"Lleu",4582958,426112
"2014S003808","7","Dv",2014,5,"Maig",23,8,"No","Turisme","Home","Vianant",80,"Lleu",4586609,429289
"2014S003819","2","Ds",2014,5,"Maig",24,9,"No","Bicicleta","Home","Vianant",73,"Lleu",4580950,429960
"2014S002716","5","Dj",2014,4,"Abril",10,11,"No","Turisme","Dona","Vianant",29,"Lleu",4583219,429433
"2014S009553","9","Dj",2014,12,"Desembre",25,8,"No","Turisme","Home","Vianant",69,"Lleu",4588207,432487
"2014S002468","2","Dj",2014,4,"Abril",3,6,"Altres","Autocar","Home","Vianant",32,"Lleu",4583284,430145
"2014S002915","2","Dg",2014,4,"Abril",20,12,"No","Turisme","Dona","Vianant",36,"Lleu",4582547,430616
"2014S008918","4","Dj",2014,12,"Desembre",4,10,"No","Furgoneta","Dona","Vianant",33,"Lleu",4582027,427836
"2014S005112","7","Dj",2014,7,"Juliol",10,1,"No","Motocicleta","Dona","Vianant",78,"Lleu",4585543,431123
"2014S004566","7","Dv",2014,6,"Juny",20,8,"No","Turisme","Dona","Vianant",11,"Lleu",4584552,430565
"2014S003979","5","Dv",2014,5,"Maig",30,11,"No","Taxi","Dona","Vianant",42,"Greu",4583104,428057
"2014S003284","5","Dl",2014,5,"Maig",5,8,"No","Turisme","Dona","Vianant",52,"Lleu",4583026,428357
"2014S004595","2","Dv",2014,6,"Juny",20,10,"No","Taxi","Dona","Vianant",22,"Lleu",4582230,430399
"2014S004964","3","Ds",2014,7,"Juliol",5,10,"CreuaForaPas","Motocicleta","Dona","Vianant",32,"Lleu",4580895,430712
"2014S003876","2","Dl",2014,5,"Maig",26,3,"DsbSemafor","Motocicleta","Dona","Vianant",57,"Lleu",4583570,430690
"2014S005575","10","Dl",2014,7,"Juliol",28,9,"No","Turisme","Home","Vianant",27,"Lleu",4582477,432538
"2014S005583","4","Dl",2014,7,"Juliol",28,7,"No","Bicicleta","Home","Vianant",43,"Lleu",4581832,427205
"2014S003119","1","Dl",2014,4,"Abril",28,3,"Altres","Furgoneta","Dona","Vianant",3,"Lleu",4581056,430601
"2014S003121","1","Dl",2014,4,"Abril",28,3,"No","Ciclomotor","Home","Vianant",82,"Lleu",4581187,432381
"2014S004686","4","Dc",2014,6,"Juny",18,6,"No","Turisme","Home","Vianant",3,"Lleu",4581078,426291
"2014S004820","5","Dm",2014,7,"Juliol",1,10,"CreuaForaPas","Furgoneta","Home","Vianant",33,"Lleu",4583386,429110
"2014S005285","7","Dc",2014,7,"Juliol",16,4,"No","CamioLess35Tm","Dona","Vianant",84,"Lleu",4585854,431615
"2014S008969","7","Dv",2014,12,"Desembre",5,3,"No","Motocicleta","Home","Vianant",10,"Lleu",4586355,429486
"2014S007026","8","Dc",2014,10,"Octubre",1,10,"No","Turisme","Home","Vianant",71,"Lleu",4587541,431010
"2014S006919","2","Dv",2014,9,"Setembre",26,8,"No","Turisme","Dona","Vianant",29,"Lleu",4582539,430958
"2014S009434","8","Dg",2014,12,"Desembre",21,1,"Altres","Turisme","Home","Vianant",3,"Lleu",4589192,432033
"2014S009211","8","Dl",2014,12,"Desembre",15,9,"Altres","Furgoneta","Dona","Vianant",49,"Lleu",4587842,431196
"2014S009643","4","Dl",2014,12,"Desembre",29,2,"No","Turisme","Home","Vianant",15,"Lleu",4582811,426407
"2014S009596","10","Dg",2014,12,"Desembre",28,2,"CreuaForaPas","Turisme","Home","Vianant",24,"Lleu",4585041,431583
"2014S009471","10","Dl",2014,12,"Desembre",22,3,"CreuaForaPas","Motocicleta","Home","Vianant",50,"Mort",4585393,431600
"2014S008310","3","Dc",2014,11,"Novembre",12,3,"No","Furgoneta","Dona","Vianant",85,"Lleu",4579317,428267
"2014S006771","3","Dg",2014,9,"Setembre",21,7,"Altres","Motocicleta","Dona","Vianant",30,"Lleu",4580861,428820
"2014S008369","2","Dv",2014,11,"Novembre",14,2,"DsbSemafor","Motocicleta","Dona","Vianant",58,"Lleu",4582391,430639
"2014S003822","2","Ds",2014,5,"Maig",24,2,"CreuaForaPas","Motocicleta","Home","Vianant",7,"Lleu",4580985,429044
"2014S005223","10","Dl",2014,7,"Juliol",14,9,"No","Motocicleta","Home","Vianant",9,"Lleu",4583086,432346
"2014S008746","2","Dj",2014,11,"Novembre",27,6,"Altres","Turisme","Dona","Vianant",64,"Lleu",4582318,430532
"2014S008888","10","Dc",2014,12,"Desembre",3,11,"No","Turisme","Dona","Vianant",83,"Lleu",4585190,432344
"2014S008992","2","Dg",2014,12,"Desembre",7,6,"CreuaForaPas","Taxi","Dona","Vianant",20,"Lleu",4582344,430335
"2014S006118","2","Ds",2014,8,"Agost",23,11,"DsbSemafor","Turisme","Home","Vianant",22,"Lleu",4582706,430321
"2014S006118","2","Ds",2014,8,"Agost",23,11,"DsbSemafor","Turisme","Dona","Vianant",20,"Lleu",4582706,430321
"2014S006192","3","Dc",2014,8,"Agost",27,9,"DsbSemafor","Motocicleta","Dona","Vianant",71,"Lleu",4581846,428137
"2014S006596","8","Dg",2014,9,"Setembre",14,9,"No","Turisme","Dona","Vianant",34,"Lleu",4587205,430560
"2014S009494","6","Dm",2014,12,"Desembre",23,11,"CreuaForaPas","Motocicleta","Dona","Vianant",87,"Lleu",4585784,429006
"2014S008529","8","Dj",2014,11,"Novembre",20,2,"No","Turisme","Dona","Vianant",17,"Lleu",4588877,431836
"2014S008347","1","Dj",2014,11,"Novembre",13,2,"No","Turisme","Home","Vianant",53,"Lleu",4581255,431210
"2014S008531","9","Dj",2014,11,"Novembre",20,3,"No","Bicicleta","Home","Vianant",41,"Lleu",4586045,431793
"2014S006804","4","Dl",2014,9,"Setembre",22,3,"No","Taxi","Dona","Vianant",26,"Lleu",4581986,427677
"2014S007197","10","Dl",2014,10,"Octubre",6,7,"TrnPeuCalcada","Motocicleta","Dona","Vianant",8,"Lleu",4585292,433459
"2014S009460","4","Dl",2014,12,"Desembre",22,1,"No","Turisme","Home","Vianant",30,"Lleu",4582243,426715
"2014S000733","10","Dj",2014,1,"Gener",30,9,"DsbSemafor","Bicicleta","Dona","Vianant",36,"Lleu",4586264,433753
"2014S008237","2","Dl",2014,11,"Novembre",10,9,"DsbSemafor","Ciclomotor","Home","Vianant",57,"Lleu",4584381,431431
"2014S006250","10","Ds",2014,8,"Agost",30,9,"No","CamioLess35Tm","Home","Vianant",79,"Mort",4583438,434160
"2014S007840","5","Dm",2014,10,"Octubre",28,9,"No","Turisme","Home","Vianant",71,"Lleu",4583551,426403
"2014S008644","8","Dl",2014,11,"Novembre",24,9,"DsbSemafor","Motocicleta","Dona","Vianant",56,"Greu",4587027,431811
"2014S005704","9","Ds",2014,8,"Agost",2,5,"No","Turisme","Dona","Vianant",80,"Lleu",4586374,431928
"2014S000362","10","Dj",2014,1,"Gener",16,7,"No","Taxi","Dona","Vianant",78,"Lleu",4585332,431676
"2014S000055","10","Dv",2014,1,"Gener",3,7,"DsbSemafor","Motocicleta","Home","Vianant",79,"Lleu",4585333,432801
"2014S007486","1","Dj",2014,10,"Octubre",16,6,"No","Motocicleta","Dona","Vianant",56,"Lleu",4582055,430209
"2014S001200","2","Dl",2014,2,"Febrer",17,5,"DsbSemafor","Turisme","Home","Vianant",12,"Lleu",4583081,431573
"2014S000460","8","Dl",2014,1,"Gener",20,10,"CreuaForaPas","Turisme","Home","Vianant",26,"Lleu",4588175,430945
"2014S006264","2","Ds",2014,8,"Agost",30,8,"DsbSemafor","Furgoneta","Home","Vianant",80,"Mort",4582935,429981
"2014S001396","3","Dm",2014,2,"Febrer",25,11,"Altres","Turisme","Dona","Vianant",79,"Lleu",4580624,428577
"2014S006968","7","Dl",2014,9,"Setembre",29,11,"CreuaForaPas","Furgoneta","Home","Vianant",76,"Lleu",4585952,429659
"2014S001775","8","Dl",2014,3,"Marc",10,8,"DsbSemafor","Motocicleta","Dona","Vianant",66,"Lleu",4587064,431481
"2014S001404","2","Dm",2014,2,"Febrer",25,1,"No","Turisme","Dona","Vianant",48,"Lleu",4582363,430221
"2014S001603","7","Dm",2014,3,"Marc",4,7,"No","Turisme","Home","Vianant",8,"Lleu",4586237,428781
"2014S007421","7","Dm",2014,10,"Octubre",14,6,"Altres","Bus","Home","Vianant",68,"Lleu",4586066,431079
"2014S000186","5","Dv",2014,1,"Gener",10,8,"DsbSemafor","Turisme","Dona","Vianant",53,"Greu",4583235,429483
"2014S007623","5","Dm",2014,10,"Octubre",21,11,"CreuaForaPas","Motocicleta","Home","Vianant",30,"Lleu",4584399,427555
"2014S006004","1","Dg",2014,8,"Agost",17,7,"DsbSemafor","Motocicleta","Home","Vianant",35,"Lleu",4582247,432855
"2014S001163","4","Ds",2014,2,"Febrer",15,1,"No","Turisme","Dona","Vianant",33,"Lleu",4582689,425661
"2014S007300","8","Dv",2014,10,"Octubre",10,2,"TrnPeuCalcada","Furgoneta","Dona","Vianant",45,"Lleu",4587077,431044
"2014S005881","10","Dl",2014,8,"Agost",11,1,"No","CamioLess35Tm","Dona","Vianant",72,"Greu",4585461,433730
"2014S000563","2","Dv",2014,1,"Gener",24,8,"No","Turisme","Home","Vianant",72,"Lleu",4583227,429875
"2014S002436","5","Dc",2014,4,"Abril",2,1,"Altres","Bus","Dona","Vianant",21,"Lleu",4584166,427613
"2014S009430","5","Dg",2014,12,"Desembre",21,2,"No","Turisme","Dona","Vianant",28,"Lleu",4584234,428262
"2014S007964","2","Dv",2014,10,"Octubre",31,1,"No","Bicicleta","Dona","Vianant",73,"Lleu",4581912,429894
"2014S007429","5","Dc",2014,10,"Octubre",15,7,"CreuaForaPas","Motocicleta","Dona","Vianant",10,"Greu",4583643,426267
"2014S007209","5","Dm",2014,10,"Octubre",7,9,"No","Bicicleta","Dona","Vianant",49,"Lleu",4584340,428782
"2014S007853","8","Dm",2014,10,"Octubre",28,6,"No","Turisme","Home","Vianant",5,"Lleu",4588582,430971
"2014S006690","4","Dj",2014,9,"Setembre",18,8,"No","Motocicleta","Dona","Vianant",41,"Lleu",4581926,426959
"2014S001078","2","Dm",2014,2,"Febrer",11,8,"No","Bicicleta","Dona","Vianant",28,"Greu",4583243,429675
"2014S001483","7","Dj",2014,2,"Febrer",27,2,"CreuaForaPas","Turisme","Dona","Vianant",74,"Greu",4586149,428379
"2014S001677","4","Dj",2014,3,"Marc",6,10,"TrnPeuCalcada","Turisme","Home","Vianant",34,"Lleu",4581887,426000
"2014S000509","10","Dc",2014,1,"Gener",22,2,"No","Turisme","Dona","Vianant",50,"Lleu",4585204,434639
"2014S001886","8","Dj",2014,3,"Marc",13,2,"No","Turisme","Home","Vianant",41,"Lleu",4588061,431926
"2014S001229","2","Dc",2014,2,"Febrer",19,11,"CreuaForaPas","AltresVehMotor","Home","Vianant",50,"Lleu",4583270,431233
"2014S001231","2","Dc",2014,2,"Febrer",19,11,"No","Bicicleta","Dona","Vianant",34,"Lleu",4583408,430180
"2014S001431","4","Dc",2014,2,"Febrer",26,11,"CreuaForaPas","Bus","Home","Vianant",81,"Lleu",4581368,427137
"2014S002096","5","Dv",2014,3,"Marc",21,10,"No","Bicicleta","Home","Vianant",26,"Lleu",4585338,425349
"2014S000314","3","Dc",2014,1,"Gener",15,7,"No","Turisme","Dona","Vianant",61,"Lleu",4579434,428246
"2014S001635","2","Dc",2014,3,"Marc",5,9,"CreuaForaPas","Bicicleta","Home","Vianant",56,"Greu",4582458,429303
"2014S001831","2","Dc",2014,3,"Marc",12,9,"No","Motocicleta","Dona","Vianant",69,"Greu",4584555,431059
"2014S001851","7","Dj",2014,3,"Marc",13,12,"No","Turisme","Dona","Vianant",65,"Lleu",4585494,431118
"2014S000659","10","Dm",2014,1,"Gener",28,2,"No","Turisme","Dona","Vianant",13,"Lleu",4584965,433144
"2014S001940","10","Ds",2014,3,"Marc",15,11,"No","Motocicleta","Home","Vianant",54,"Lleu",4584094,432350
"2014S004017","3","Dg",2014,6,"Juny",1,12,"No","Taxi","Home","Vianant",33,"Lleu",4580904,428633
"2014S000815","3","Dl",2014,2,"Febrer",3,4,"No","Turisme","Home","Vianant",75,"Lleu",4580441,428153
"2014S002675","5","Dj",2014,4,"Abril",10,7,"No","Motocicleta","Dona","Vianant",18,"Lleu",4583383,429264
"2014S000904","5","Dj",2014,2,"Febrer",6,9,"DsbSemafor","Motocicleta","Dona","Vianant",66,"Lleu",4584234,428262
"2014S008049","9","Dl",2014,11,"Novembre",3,8,"No","Furgoneta","Dona","Vianant",34,"Lleu",4587720,431986
"2014S000306","4","Dm",2014,1,"Gener",14,5,"No","Turisme","Dona","Vianant",28,"Lleu",4582594,427768
"2014S003556","2","Dc",2014,5,"Maig",14,5,"No","Motocicleta","Home","Vianant",70,"Lleu",4582940,430752
"2014S001432","3","Dc",2014,2,"Febrer",26,12,"No","Furgoneta","Dona","Vianant",80,"Lleu",4580911,429754
"2014S002815","10","Dl",2014,4,"Abril",14,9,"No","Ciclomotor","Dona","Vianant",82,"Lleu",4584752,431875
"2014S003321","4","Dm",2014,5,"Maig",6,1,"No","Motocicleta","Home","Vianant",68,"Lleu",4582648,427585
"2014S002081","3","Dj",2014,3,"Marc",20,5,"Altres","Turisme","Home","Vianant",25,"Lleu",4580346,428488
"2014S000404","2","Ds",2014,1,"Gener",18,8,"No","Motocicleta","Home","Vianant",46,"Lleu",4582032,429476
"2014S008119","2","Dc",2014,11,"Novembre",5,9,"DsbSemafor","Ciclomotor","Home","Vianant",18,"Lleu",4582711,430784
"2014S003635","10","Ds",2014,5,"Maig",17,6,"CreuaForaPas","Taxi","Home","Vianant",10,"Lleu",4583640,433490
"2014S004410","10","Dg",2014,6,"Juny",15,3,"DsbSemafor","Turisme","Dona","Vianant",NA,"Lleu",4585877,434007
"2014S009060","10","Dc",2014,12,"Desembre",10,10,"DsbSemafor","Taxi","Dona","Vianant",22,"Lleu",4585099,431268
"2014S000298","7","Dm",2014,1,"Gener",14,12,"CreuaForaPas","CamioLess35Tm","Home","Vianant",62,"Greu",4585914,431313
"2014S003479","3","Dl",2014,5,"Maig",12,11,"No","Turisme","Dona","Vianant",85,"Lleu",4580909,428016
"2014S002582","6","Dl",2014,4,"Abril",7,1,"Altres","Taxi","Home","Vianant",87,"Lleu",4583457,429939
"2014S007970","6","Dv",2014,10,"Octubre",31,7,"CreuaForaPas","Turisme","Home","Vianant",NA,"Lleu",4584444,428958
"2014S002605","3","Dm",2014,4,"Abril",8,12,"CreuaForaPas","Furgoneta","Home","Vianant",87,"Lleu",4581309,428028
"2014S003846","2","Dg",2014,5,"Maig",25,7,"CreuaForaPas","Turisme","Dona","Vianant",39,"Lleu",4584500,431581
"2014S002600","2","Dm",2014,4,"Abril",8,8,"DsbSemafor","Bicicleta","Dona","Vianant",69,"Lleu",4581998,428893
"2014S004116","2","Dc",2014,6,"Juny",4,7,"DsbSemafor","Bus","Home","Vianant",53,"Lleu",4583492,431712
"2014S005339","2","Dv",2014,7,"Juliol",18,3,"No","Bicicleta","Dona","Vianant",31,"Lleu",4583115,430794
"2014S004519","2","Dc",2014,6,"Juny",18,7,"CreuaForaPas","Taxi","Home","Vianant",NA,"Lleu",4583842,431709
"2014S004715","2","Dj",2014,6,"Juny",26,5,"No","Bicicleta","Dona","Vianant",47,"Lleu",4583220,429664
"2014S004625","10","Dg",2014,6,"Juny",22,8,"CreuaForaPas","Turisme","Dona","Vianant",5,"Greu",4585799,433593
"2014S002976","10","Dc",2014,4,"Abril",23,3,"No","Turisme","Home","Vianant",12,"Lleu",4584886,434467
"2014S003523","7","Dm",2014,5,"Maig",13,7,"No","Turisme","Dona","Vianant",37,"Lleu",4586764,428053
"2014S005258","6","Dc",2014,7,"Juliol",16,2,"Altres","Taxi","Home","Vianant",28,"Lleu",4583838,429667
"2014S004955","6","Dv",2014,7,"Juliol",4,9,"No","Motocicleta","Dona","Vianant",82,"Lleu",4584522,430193
"2014S005153","2","Dv",2014,7,"Juliol",11,7,"DsbSemafor","Bicicleta","Dona","Vianant",68,"Lleu",4583202,430708
"2014S004738","2","Dv",2014,6,"Juny",27,3,"No","Turisme","Home","Vianant",64,"Lleu",4582736,429206
"2014S004459","1","Dm",2014,6,"Juny",17,11,"No","Bicicleta","Dona","Vianant",33,"Lleu",4581190,432245
"2014S003745","7","Dj",2014,5,"Maig",22,8,"No","Turisme","Home","Vianant",58,"Lleu",4584755,430778
"2014S003817","5","Ds",2014,5,"Maig",24,11,"No","Turisme","Dona","Vianant",19,"Lleu",4584229,427964
"2014S002717","1","Dj",2014,4,"Abril",10,10,"DsbSemafor","Motocicleta","Home","Vianant",22,"Lleu",4581077,431410
"2014S005476","10","Dc",2014,7,"Juliol",23,5,"No","Bicicleta","Dona","Vianant",46,"Lleu",4584177,432609
"2014S004041","5","Dl",2014,6,"Juny",2,12,"No","Furgoneta","Home","Vianant",25,"Lleu",4584974,428221
"2014S002730","1","Dv",2014,4,"Abril",11,3,"Altres","Turisme","Home","Vianant",52,"Lleu",4582226,431500
"2014S004367","2","Dv",2014,6,"Juny",13,5,"DsbSemafor","Bicicleta","Home","Vianant",55,"Lleu",4583016,429904
"2014S003290","8","Dl",2014,5,"Maig",5,1,"Altres","Turisme","Home","Vianant",2,"Lleu",4586967,430918
"2014S003980","10","Dv",2014,5,"Maig",30,12,"No","Turisme","Dona","Vianant",42,"Lleu",4584813,432338
"2014S003484","1","Dl",2014,5,"Maig",12,2,"CreuaForaPas","Motocicleta","Dona","Vianant",51,"Lleu",4582163,431325
"2014S009363","4","Dv",2014,12,"Desembre",19,2,"DsbSemafor","Turisme","Dona","Vianant",18,"Greu",4582376,427098
"2014S004173","1","Dv",2014,6,"Juny",6,1,"No","Motocicleta","Home","Vianant",55,"Lleu",4581659,430320
"2014S004961","5","Ds",2014,7,"Juliol",5,9,"DsbSemafor","Motocicleta","Dona","Vianant",42,"Lleu",4583522,429308
"2014S003699","2","Dm",2014,5,"Maig",20,2,"DsbSemafor","Motocicleta","Dona","Vianant",82,"Lleu",4582349,430644
"2014S003558","3","Dc",2014,5,"Maig",14,10,"Altres","Bicicleta","Dona","Vianant",39,"Lleu",4579756,427860
"2014S005441","7","Dm",2014,7,"Juliol",22,8,"No","Turisme","Home","Vianant",8,"Lleu",4585877,431616
"2014S003903","9","Dl",2014,5,"Maig",26,8,"No","Turisme","Home","Vianant",27,"Lleu",4587047,432084
"2014S008949","2","Dv",2014,12,"Desembre",5,10,"DsbSemafor","Bicicleta","Dona","Vianant",69,"Lleu",4581748,429692
"2014S004051","8","Dl",2014,6,"Juny",2,4,"No","Turisme","Dona","Vianant",51,"Lleu",4590352,430997
"2014S002627","8","Dc",2014,4,"Abril",9,8,"No","Turisme","Dona","Vianant",53,"Lleu",4587270,430193
"2014S009132","3","Dv",2014,12,"Desembre",12,10,"CreuaForaPas","Turisme","Home","Vianant",86,"Lleu",4580317,428376
"2014S003111","6","Dl",2014,4,"Abril",28,10,"No","Furgoneta","Home","Vianant",61,"Lleu",4583551,429422
"2014S004290","10","Dc",2014,6,"Juny",11,1,"No","Motocicleta","Dona","Vianant",72,"Lleu",4585194,434781
"2014S009572","4","Dv",2014,12,"Desembre",26,7,"No","Turisme","Dona","Vianant",67,"Lleu",4582049,427977
"2014S002805","2","Dl",2014,4,"Abril",14,3,"No","Motocicleta","Dona","Vianant",43,"Lleu",4583177,430202
"2014S002638","2","Dc",2014,4,"Abril",9,12,"No","Turisme","Dona","Vianant",52,"Lleu",4582315,429894
"2014S002642","3","Dc",2014,4,"Abril",9,3,"No","Turisme","Dona","Vianant",60,"Lleu",4580729,430590
"2014S004351","6","Dv",2014,6,"Juny",13,1,"CreuaForaPas","Motocicleta","Home","Vianant",9,"Lleu",4583469,429738
"2014S004879","2","Dj",2014,7,"Juliol",3,10,"TrnPeuCalcada","Furgoneta","Home","Vianant",88,"Lleu",4584374,431619
"2014S008757","2","Dv",2014,11,"Novembre",28,9,"DsbSemafor","Turisme","Dona","Vianant",65,"Lleu",4581310,428694
"2014S008770","7","Dv",2014,11,"Novembre",28,11,"CreuaForaPas","Ciclomotor","Dona","Vianant",71,"Lleu",4585767,431458
"2014S007578","6","Dl",2014,10,"Octubre",20,11,"CreuaForaPas","Turisme","Dona","Vianant",84,"Lleu",4584857,429062
"2014S007348","4","Dg",2014,10,"Octubre",12,7,"No","Turisme","Dona","Vianant",40,"Lleu",4582163,426410
"2014S006350","2","Dc",2014,9,"Setembre",3,6,"No","Bicicleta","Dona","Vianant",56,"Lleu",4583707,431502
"2014S006124","1","Ds",2014,8,"Agost",23,8,"CreuaForaPas","Taxi","Dona","Vianant",26,"Lleu",4582123,432917
"2014S006830","2","Dm",2014,9,"Setembre",23,12,"No","CamioLess35Tm","Dona","Vianant",64,"Lleu",4583594,430765
"2014S008316","2","Dc",2014,11,"Novembre",12,6,"DsbSemafor","Bicicleta","Dona","Vianant",51,"Lleu",4583089,429979
"2014S007708","8","Dj",2014,10,"Octubre",23,9,"No","Motocicleta","Home","Vianant",13,"Lleu",4588383,431619
"2014S007942","2","Dv",2014,10,"Octubre",31,9,"Altres","Motocicleta","Dona","Vianant",4,"Greu",4581179,429379
"2014S007942","2","Dv",2014,10,"Octubre",31,9,"Altres","Motocicleta","Dona","Vianant",42,"Lleu",4581179,429379
"2014S003427","3","Dv",2014,5,"Maig",9,8,"CreuaForaPas","Bus","Home","Vianant",17,"Lleu",4581037,427033
"2014S008509","2","Dc",2014,11,"Novembre",19,8,"No","Turisme","Dona","Vianant",51,"Lleu",4581340,429769
"2014S006942","2","Ds",2014,9,"Setembre",27,5,"No","Motocicleta","Dona","Vianant",51,"Lleu",4581001,430242
"2014S007405","9","Dl",2014,10,"Octubre",13,5,"No","Furgoneta","Dona","Vianant",60,"Lleu",4588377,432265
"2014S009216","7","Dl",2014,12,"Desembre",15,7,"No","Turisme","Home","Vianant",13,"Lleu",4585835,429724
"2014S002539","2","Ds",2014,4,"Abril",5,5,"No","Turisme","Dona","Vianant",66,"Lleu",4583441,430920
"2014S008704","6","Dj",2014,11,"Novembre",27,8,"No","Turisme","Home","Vianant",5,"Lleu",4585432,428887
"2014S008707","1","Dj",2014,11,"Novembre",27,11,"No","Furgoneta","Dona","Vianant",88,"Lleu",4581619,431397
"2014S005798","1","Dj",2014,8,"Agost",7,1,"CreuaForaPas","Taxi","Dona","Vianant",28,"Lleu",4581390,431122
"2014S008983","10","Ds",2014,12,"Desembre",6,6,"CreuaForaPas","Motocicleta","Home","Vianant",42,"Lleu",4584513,431965
"2014S009217","10","Dl",2014,12,"Desembre",15,12,"DsbSemafor","Furgoneta","Home","Vianant",62,"Lleu",4584304,432998
"2014S009580","2","Ds",2014,12,"Desembre",27,12,"No","Bicicleta","Home","Vianant",70,"Lleu",4583221,429606
"2014S009580","2","Ds",2014,12,"Desembre",27,12,"No","Bicicleta","Home","Vianant",74,"Lleu",4583221,429606
"2014S007559","2","Ds",2014,10,"Octubre",18,7,"No","Bus","Dona","Vianant",49,"Lleu",4583287,429809
"2014S006598","4","Dg",2014,9,"Setembre",14,9,"Altres","Turisme","Home","Vianant",19,"Lleu",4582013,425960
"2014S006723","5","Dv",2014,9,"Setembre",19,9,"No","Bicicleta","Home","Vianant",63,"Lleu",4583464,428071
"2014S009582","10","Ds",2014,12,"Desembre",27,2,"DsbSemafor","Turisme","Dona","Vianant",55,"Lleu",4584886,434467
"2014S006806","1","Dl",2014,9,"Setembre",22,7,"TrnPeuCalcada","Bus","Dona","Vianant",58,"Lleu",4582171,430782
"2014S006242","7","Dv",2014,8,"Agost",29,5,"No","Turisme","Dona","Vianant",65,"Lleu",4587490,429223
"2014S006247","2","Dv",2014,8,"Agost",29,9,"No","Motocicleta","Dona","Vianant",3,"Lleu",4583977,431496
"2014S006247","2","Dv",2014,8,"Agost",29,9,"No","Motocicleta","Dona","Vianant",24,"Lleu",4583977,431496
"2014S000160","9","Dj",2014,1,"Gener",9,2,"DsbSemafor","Turisme","Dona","Vianant",13,"Lleu",4586538,432058
"2014S000160","9","Dj",2014,1,"Gener",9,2,"DsbSemafor","Turisme","Dona","Vianant",14,"Lleu",4586538,432058
"2014S000945","1","Dv",2014,2,"Febrer",7,10,"No","Furgoneta","Home","Vianant",33,"Lleu",4581915,431158
"2014S006452","2","Dl",2014,9,"Setembre",8,12,"CreuaForaPas","Motocicleta","Home","Vianant",42,"Lleu",4581301,429575
"2014S007464","5","Dj",2014,10,"Octubre",16,9,"No","Bicicleta","Dona","Vianant",45,"Lleu",4584399,429011
"2014S006097","2","Dj",2014,8,"Agost",21,10,"CreuaForaPas","Turisme","Dona","Vianant",40,"Lleu",4581352,429396
"2014S001872","2","Dj",2014,3,"Marc",13,7,"No","Taxi","Home","Vianant",12,"Lleu",4581733,429699
"2014S000876","2","Dc",2014,2,"Febrer",5,1,"CreuaForaPas","Motocicleta","Home","Vianant",60,"Lleu",4583181,431455
"2014S007244","1","Dc",2014,10,"Octubre",8,12,"No","Taxi","Home","Vianant",39,"Lleu",4581462,430567
"2014S007874","2","Dc",2014,10,"Octubre",29,11,"No","Bus","Dona","Vianant",83,"Lleu",4582540,431039
"2014S007443","4","Dc",2014,10,"Octubre",15,2,"Altres","Turisme","Dona","Vianant",28,"Lleu",4581359,426922
"2014S007445","1","Dc",2014,10,"Octubre",15,1,"No","Turisme","Home","Vianant",60,"Lleu",4581058,430545
"2014S001182","5","Dg",2014,2,"Febrer",16,9,"DsbSemafor","Turisme","Home","Vianant",48,"Lleu",4584831,427919
"2014S001395","10","Dm",2014,2,"Febrer",25,10,"No","Furgoneta","Dona","Vianant",71,"Lleu",4584271,431955
"2014S005606","10","Dm",2014,7,"Juliol",29,5,"No","Taxi","Dona","Vianant",27,"Lleu",4583884,433254
"2014S007180","2","Dl",2014,10,"Octubre",6,11,"CreuaForaPas","Furgoneta","Home","Vianant",52,"Lleu",4583429,431871
"2014S007294","2","Dv",2014,10,"Octubre",10,12,"No","Taxi","Home","Vianant",8,"Lleu",4582682,428822
