"NumeroExpedient","CodiDistricte","DiaSetmana","Any","MesAny","NomMes","DiaMes","HoraDia","DescripcioCausaVianant","TipusVehicleImplicat","DescripcioSexe","DescripcioTipusPersona","Edat","DescripcioVictimitzacio","CoordenadaUTM_Y","CoordenadaUTM_X"
"2017S000334","5","Dv",2017,1,"Gener",13,16,"No","Turisme","Dona","Vianant",11,"Lleu",4584356,427337
"2017S000338","5","Dv",2017,1,"Gener",13,18,"DsbSemafor","Motocicleta","Home","Vianant",12,"Lleu",4584847,426769
"2017S000340","5","Dv",2017,1,"Gener",13,16,"No","Turisme","Dona","Vianant",35,"Lleu",4584374,427473
"2017S000345","3","Dv",2017,1,"Gener",13,21,"No","Turisme","Home","Vianant",33,"Lleu",4579770,427884
"2017S000354","5","Ds",2017,1,"Gener",14,12,"Altres","Turisme","Home","Vianant",28,"Lleu",4583601,428357
"2017S000357","8","Ds",2017,1,"Gener",14,13,"No","Turisme","Home","Vianant",17,"Lleu",4587173,431670
"2017S000358","7","Ds",2017,1,"Gener",14,14,"CreuaForaPas","Turisme","Dona","Vianant",21,"Lleu",4585606,429603
"2017S000359","1","Ds",2017,1,"Gener",14,14,"TrnPeuCalcada","Turisme","Home","Vianant",58,"Lleu",4581890,432372
"2017S000363","2","Ds",2017,1,"Gener",14,16,"CreuaForaPas","Bicicleta","Dona","Vianant",45,"Lleu",4582586,431207
"2017S000375","6","Ds",2017,1,"Gener",14,22,"Altres","Motocicleta","Home","Vianant",NA,"Lleu",4584952,428849
"2017S000384","2","Ds",2017,1,"Gener",14,23,"No","Motocicleta","Dona","Vianant",20,"Lleu",4584398,431478
"2017S000385","6","Dg",2017,1,"Gener",15,10,"Altres","Turisme","Dona","Vianant",80,"Lleu",4584625,429871
"2017S000386","7","Dg",2017,1,"Gener",15,12,"No","Turisme","Home","Vianant",92,"Greu",4585614,430624
"2017S000394","7","Dl",2017,1,"Gener",16,7,"No","Turisme","Dona","Vianant",55,"Lleu",4585334,431394
"2017S000411","5","Dl",2017,1,"Gener",16,12,"No","Turisme","Dona","Vianant",1,"Lleu",4584088,428679
"2017S000416","9","Dl",2017,1,"Gener",16,16,"No","Turisme","Dona","Vianant",52,"Lleu",4585940,431751
"2017S000416","9","Dl",2017,1,"Gener",16,16,"No","Turisme","Home","Vianant",2,"Lleu",4585940,431751
"2017S000417","6","Dl",2017,1,"Gener",16,16,"CreuaForaPas","Motocicleta","Home","Vianant",74,"Lleu",4584619,429909
"2017S000422","6","Dl",2017,1,"Gener",16,16,"CreuaForaPas","Bicicleta","Dona","Vianant",59,"Lleu",4584751,430036
"2017S000453","5","Dm",2017,1,"Gener",17,15,"No","Motocicleta","Dona","Vianant",83,"Lleu",4583813,426928
"2017S000453","5","Dm",2017,1,"Gener",17,15,"No","Motocicleta","Home","Vianant",53,"Lleu",4583813,426928
"2017S000459","1","Dm",2017,1,"Gener",17,16,"TrnPeuCalcada","Turisme","Home","Vianant",76,"Lleu",4581923,431848
"2017S000463","1","Dm",2017,1,"Gener",17,17,"DsbSemafor","Bus","Home","Vianant",24,"Lleu",4581468,431502
"2017S000469","2","Dm",2017,1,"Gener",17,16,"No","Turisme","Dona","Vianant",57,"Lleu",4583211,430294
"2017S000481","4","Dc",2017,1,"Gener",18,9,"No","Taxi","Dona","Vianant",42,"Lleu",4582206,427197
"2017S000483","3","Dc",2017,1,"Gener",18,10,"No","Turisme","Home","Vianant",41,"Lleu",4576297,425563
"2017S000493","10","Dc",2017,1,"Gener",18,18,"TrnPeuCalcada","Ciclomotor","Dona","Vianant",48,"Lleu",4584721,432030
"2017S000494","10","Dc",2017,1,"Gener",18,18,"No","Motocicleta","Dona","Vianant",22,"Lleu",4583992,433213
"2017S000513","7","Dj",2017,1,"Gener",19,12,"No","Turisme","Dona","Vianant",81,"Lleu",4587496,429876
"2017S000518","7","Dj",2017,1,"Gener",19,17,"No","Turisme","Dona","Vianant",26,"Lleu",4585963,429658
"2017S000525","10","Dv",2017,1,"Gener",20,8,"No","Motocicleta","Dona","Vianant",73,"Lleu",4582688,432239
"2017S000526","10","Dv",2017,1,"Gener",20,9,"No","Turisme","Dona","Vianant",32,"Lleu",4585115,434037
"2017S000536","4","Dv",2017,1,"Gener",20,13,"No","Motocicleta","Home","Vianant",64,"Lleu",4581720,427154
"2017S000546","10","Dv",2017,1,"Gener",20,13,"DsbSemafor","Motocicleta","Dona","Vianant",43,"Lleu",4584323,432639
"2017S000548","2","Dv",2017,1,"Gener",20,16,"No","Turisme","Dona","Vianant",35,"Lleu",4582846,429158
"2017S000574","2","Ds",2017,1,"Gener",21,17,"No","Turisme","Dona","Vianant",32,"Lleu",4582579,430649
"2017S000578","2","Ds",2017,1,"Gener",21,22,"No","Turisme","Home","Vianant",43,"Lleu",4581688,428854
"2017S000591","10","Dg",2017,1,"Gener",22,19,"No","Turisme","Home","Vianant",67,"Lleu",4585745,433922
"2017S000592","2","Dg",2017,1,"Gener",22,20,"CreuaForaPas","Motocicleta","Home","Vianant",44,"Lleu",4583166,430057
"2017S000624","7","Dm",2017,1,"Gener",24,6,"DsbSemafor","Turisme","Dona","Vianant",64,"Lleu",4585282,430469
"2017S000627","10","Dm",2017,1,"Gener",24,8,"DsbSemafor","Bicicleta","Dona","Vianant",58,"Lleu",4584595,432196
"2017S000645","2","Dm",2017,1,"Gener",24,17,"DsbSemafor","Bicicleta","Dona","Vianant",71,"Lleu",4582192,428735
"2017S000649","6","Dc",2017,1,"Gener",18,13,"No","Turisme","Dona","Vianant",28,"Lleu",4583898,430102
"2017S000660","2","Dc",2017,1,"Gener",25,12,"No","Furgoneta","Dona","Vianant",21,"Lleu",4582879,431694
"2017S000674","8","Dj",2017,1,"Gener",26,7,"No","Turisme","Dona","Vianant",39,"Lleu",4588176,430731
"2017S000675","2","Dj",2017,1,"Gener",26,8,"Altres","Turisme","Dona","Vianant",52,"Lleu",4583753,431392
"2017S000681","2","Dj",2017,1,"Gener",26,8,"No","Turisme","Home","Vianant",39,"Lleu",4581406,429610
"2017S000682","7","Dj",2017,1,"Gener",26,9,"No","Furgoneta","Dona","Vianant",42,"Lleu",4586432,430959
"2017S000685","9","Dj",2017,1,"Gener",26,9,"No","Motocicleta","Dona","Vianant",47,"Lleu",4589197,432489
"2017S000701","5","Dj",2017,1,"Gener",26,20,"No","Motocicleta","Dona","Vianant",57,"Lleu",4584618,428286
"2017S000702","8","Dj",2017,1,"Gener",26,20,"DsbSemafor","Ciclomotor","Home","Vianant",70,"Lleu",4587006,431343
"2017S000708","10","Dv",2017,1,"Gener",27,7,"CreuaForaPas","CamioMore35Tm","Home","Vianant",75,"Lleu",4584739,433004
"2017S000713","2","Dv",2017,1,"Gener",27,11,"No","Furgoneta","Home","Vianant",49,"Lleu",4581283,429325
"2017S000741","2","Ds",2017,1,"Gener",28,5,"CreuaForaPas","Taxi","Dona","Vianant",48,"Lleu",4582180,430369
"2017S000758","8","Ds",2017,1,"Gener",28,19,"No","Turisme","Dona","Vianant",21,"Lleu",4586918,431729
"2017S000768","1","Dg",2017,1,"Gener",29,13,"No","Turisme","Dona","Vianant",29,"Lleu",4582055,432623
"2017S000780","9","Dg",2017,1,"Gener",29,19,"CreuaForaPas","Motocicleta","Home","Vianant",30,"Lleu",4586577,431427
"2017S000795","1","Dl",2017,1,"Gener",30,11,"No","Furgoneta","Home","Vianant",48,"Lleu",4581594,430850
"2017S000804","6","Dl",2017,1,"Gener",30,14,"CreuaForaPas","Furgoneta","Dona","Vianant",17,"Lleu",4585083,428355
"2017S000812","6","Dl",2017,1,"Gener",30,18,"CreuaForaPas","Turisme","Dona","Vianant",10,"Lleu",4585861,427452
"2017S000816","10","Dl",2017,1,"Gener",30,21,"CreuaForaPas","Bus","Home","Vianant",15,"Lleu",4583626,433848
"2017S000817","2","Dm",2017,1,"Gener",31,0,"No","Taxi","Home","Vianant",32,"Lleu",4581731,430133
"2017S000819","9","Dm",2017,1,"Gener",31,6,"No","Turisme","Home","Vianant",49,"Lleu",4586838,433833
"2017S000820","10","Dm",2017,1,"Gener",31,9,"CreuaForaPas","Bicicleta","Dona","Vianant",26,"Lleu",4582774,432482
"2017S000822","7","Dm",2017,1,"Gener",31,8,"No","Turisme","Dona","Vianant",64,"Lleu",4586880,429372
"2017S000826","2","Dm",2017,1,"Gener",31,10,"DsbSemafor","Bus","Home","Vianant",46,"Greu",4581765,429743
"2017S000833","7","Dm",2017,1,"Gener",31,14,"CreuaForaPas","Taxi","Dona","Vianant",72,"Mort",4585293,431417
"2017S000870","4","Dc",2017,2,"Febrer",1,18,"No","Turisme","Dona","Vianant",59,"Greu",4581180,426840
"2017S000870","4","Dc",2017,2,"Febrer",1,18,"No","Turisme","Dona","Vianant",61,"Lleu",4581180,426840
"2017S000873","2","Dc",2017,2,"Febrer",1,19,"CreuaForaPas","Motocicleta","Dona","Vianant",55,"Lleu",4583172,431020
"2017S000889","2","Dj",2017,2,"Febrer",2,8,"No","Motocicleta","Home","Vianant",13,"Lleu",4583583,430563
"2017S000905","4","Dj",2017,2,"Febrer",2,16,"No","Furgoneta","Dona","Vianant",70,"Lleu",4581746,426470
"2017S000912","8","Dj",2017,2,"Febrer",2,19,"No","Turisme","Dona","Vianant",59,"Lleu",4587338,431090
"2017S000913","5","Dj",2017,2,"Febrer",2,18,"No","Motocicleta","Home","Vianant",35,"Lleu",4584180,427825
"2017S000920","6","Dv",2017,2,"Febrer",3,8,"DsbSemafor","Motocicleta","Dona","Vianant",44,"Lleu",4584960,428691
"2017S000935","2","Dj",2017,2,"Febrer",2,17,"No","Furgoneta","Home","Vianant",11,"Lleu",4584271,430964
"2017S000936","9","Dv",2017,2,"Febrer",3,17,"CreuaForaPas","TotTerreny","Home","Vianant",3,"Lleu",4587060,432519
"2017S000937","1","Dv",2017,2,"Febrer",3,17,"TrnPeuCalcada","Taxi","Home","Vianant",18,"Lleu",4582118,431369
"2017S000944","10","Dv",2017,2,"Febrer",3,20,"CreuaForaPas","Turisme","Home","Vianant",39,"Lleu",4585631,433503
"2017S000951","2","Ds",2017,2,"Febrer",4,12,"DsbSemafor","Bicicleta","Home","Vianant",66,"Lleu",4581397,428985
"2017S000954","10","Ds",2017,2,"Febrer",4,14,"No","Turisme","Dona","Vianant",6,"Lleu",4585252,434347
"2017S000958","10","Ds",2017,2,"Febrer",4,20,"CreuaForaPas","Turisme","Home","Vianant",80,"Lleu",4584967,432939
"2017S000959","4","Ds",2017,2,"Febrer",4,19,"TrnPeuCalcada","Turisme","Home","Vianant",11,"Lleu",4581823,427153
"2017S000989","4","Dl",2017,2,"Febrer",6,10,"No","Bicicleta","Dona","Vianant",36,"Lleu",4582678,426836
"2017S001000","2","Dl",2017,2,"Febrer",6,18,"No","Bicicleta","Home","Vianant",6,"Lleu",4582845,429317
"2017S001012","10","Dm",2017,2,"Febrer",7,11,"No","Bicicleta","Dona","Vianant",37,"Lleu",4584712,431667
"2017S001018","2","Dm",2017,2,"Febrer",7,13,"No","Furgoneta","Dona","Vianant",19,"Lleu",4581847,429285
"2017S001021","2","Dm",2017,2,"Febrer",7,12,"No","Turisme","Home","Vianant",59,"Lleu",4582441,430833
"2017S001026","7","Dm",2017,2,"Febrer",7,17,"No","Turisme","Home","Vianant",44,"Lleu",4585767,430933
"2017S001033","5","Dm",2017,2,"Febrer",7,18,"No","Turisme","Dona","Vianant",70,"Lleu",4583429,427833
"2017S001038","6","Dc",2017,2,"Febrer",8,8,"Altres","Bicicleta","Dona","Vianant",69,"Lleu",4583692,429857
"2017S001046","2","Dc",2017,2,"Febrer",8,11,"DsbSemafor","Furgoneta","Dona","Vianant",47,"Lleu",4582690,431023
"2017S001050","10","Dc",2017,2,"Febrer",8,13,"No","Furgoneta","Home","Vianant",55,"Greu",4584852,433958
"2017S001051","5","Dc",2017,2,"Febrer",8,14,"DsbSemafor","Ciclomotor","Dona","Vianant",62,"Lleu",4583772,428729
"2017S001060","8","Dc",2017,2,"Febrer",8,17,"CreuaForaPas","Turisme","Home","Vianant",16,"Lleu",4587696,430904
"2017S001067","2","Dc",2017,2,"Febrer",8,17,"No","Turisme","Home","Vianant",NA,"Lleu",4583396,430331
"2017S001087","3","Dj",2017,2,"Febrer",9,10,"No","Turisme","Home","Vianant",69,"Lleu",4581037,428298
"2017S001091","2","Dj",2017,2,"Febrer",9,12,"No","Motocicleta","Dona","Vianant",50,"Lleu",4582352,429610
"2017S001101","10","Dj",2017,2,"Febrer",9,19,"No","Turisme","Home","Vianant",83,"Lleu",4583708,433530
"2017S001107","3","Dj",2017,2,"Febrer",9,21,"TrnPeuCalcada","Turisme","Home","Vianant",59,"Lleu",4581265,427680
"2017S001111","2","Dj",2017,2,"Febrer",9,22,"Altres","Taxi","Home","Vianant",28,"Lleu",4584387,430823
"2017S001121","7","Dv",2017,2,"Febrer",10,13,"CreuaForaPas","Bus","Dona","Vianant",9,"Lleu",4586117,431507
"2017S001123","5","Dv",2017,2,"Febrer",10,11,"No","Furgoneta","Dona","Vianant",66,"Lleu",4582762,426542
"2017S001126","4","Dv",2017,2,"Febrer",10,14,"No","Motocicleta","Home","Vianant",22,"Lleu",4582756,427695
"2017S001141","4","Dv",2017,2,"Febrer",10,19,"No","Ciclomotor","Dona","Vianant",18,"Lleu",4582447,426899
"2017S001141","4","Dv",2017,2,"Febrer",10,19,"No","Ciclomotor","Dona","Vianant",NA,"Lleu",4582447,426899
"2017S001143","2","Dv",2017,2,"Febrer",10,19,"TrnPeuCalcada","Turisme","Dona","Vianant",64,"Lleu",4582970,429018
"2017S001159","10","Ds",2017,2,"Febrer",11,11,"No","Turisme","Home","Vianant",59,"Lleu",4586019,433503
"2017S001165","8","Ds",2017,2,"Febrer",11,19,"No","Bicicleta","Dona","Vianant",47,"Lleu",4591123,432168
"2017S001168","6","Ds",2017,2,"Febrer",11,21,"Altres","Ciclomotor","Home","Vianant",3,"Lleu",4584347,429795
"2017S001169","8","Ds",2017,2,"Febrer",11,21,"No","Motocicleta","Home","Vianant",39,"Lleu",4587584,431221
"2017S001192","5","Dl",2017,2,"Febrer",13,12,"No","Turisme","Dona","Vianant",81,"Lleu",4583859,427364
"2017S001193","7","Dl",2017,2,"Febrer",13,13,"No","Turisme","Home","Vianant",36,"Lleu",4588310,427636
"2017S001203","2","Dl",2017,2,"Febrer",13,19,"No","Motocicleta","Home","Vianant",52,"Lleu",4582120,429523
"2017S001206","2","Dl",2017,2,"Febrer",13,19,"No","Bicicleta","Home","Vianant",84,"Lleu",4583405,430837
"2017S001212","2","Dl",2017,2,"Febrer",13,22,"No","Turisme","Dona","Vianant",31,"Lleu",4582361,430066
"2017S001215","2","Dm",2017,2,"Febrer",14,7,"DsbSemafor","Furgoneta","Home","Vianant",16,"Lleu",4581573,429780
"2017S001230","2","Dm",2017,2,"Febrer",14,14,"No","Bicicleta","Dona","Vianant",7,"Lleu",4580994,429315
"2017S001233","10","Dm",2017,2,"Febrer",14,16,"TrnPeuCalcada","Furgoneta","Home","Vianant",34,"Lleu",4584742,432020
"2017S001245","7","Dm",2017,2,"Febrer",14,17,"No","Bicicleta","Dona","Vianant",42,"Lleu",4586358,430562
"2017S001245","7","Dm",2017,2,"Febrer",14,17,"No","Bicicleta","Dona","Vianant",7,"Lleu",4586358,430562
"2017S001245","7","Dm",2017,2,"Febrer",14,17,"No","Bicicleta","Home","Vianant",10,"Lleu",4586358,430562
"2017S001253","1","Dc",2017,2,"Febrer",15,1,"No","Taxi","Home","Vianant",43,"Lleu",4580963,430524
"2017S001282","2","Dc",2017,2,"Febrer",15,19,"No","Bicicleta","Dona","Vianant",65,"Lleu",4582640,428916
"2017S001311","9","Dj",2017,2,"Febrer",16,20,"CreuaForaPas","Turisme","Home","Vianant",15,"Lleu",4586981,432467
"2017S001344","2","Dv",2017,2,"Febrer",17,18,"DsbSemafor","Motocicleta","Dona","Vianant",58,"Lleu",4580993,430173
"2017S001345","2","Dv",2017,2,"Febrer",17,18,"No","Turisme","Dona","Vianant",70,"Lleu",4582932,429479
"2017S001351","7","Dv",2017,2,"Febrer",17,21,"DsbSemafor","Ciclomotor","Dona","Vianant",24,"Lleu",4585054,430675
"2017S001356","10","Ds",2017,2,"Febrer",18,7,"No","Turisme","Home","Vianant",NA,"Lleu",4584601,434732
"2017S001362","2","Ds",2017,2,"Febrer",18,12,"DsbSemafor","Motocicleta","Home","Vianant",37,"Lleu",4582464,430863
"2017S001370","9","Ds",2017,2,"Febrer",18,15,"No","Turisme","Dona","Vianant",42,"Lleu",4588200,433102
"2017S001383","2","Dg",2017,2,"Febrer",19,0,"DsbSemafor","Taxi","Home","Vianant",27,"Greu",4583292,430247
"2017S001388","10","Dg",2017,2,"Febrer",19,14,"No","Bicicleta","Home","Vianant",32,"Lleu",4585058,434820
"2017S001391","10","Dg",2017,2,"Febrer",19,18,"CreuaForaPas","Tramvia","Dona","Vianant",39,"Lleu",4584920,434189
"2017S001391","10","Dg",2017,2,"Febrer",19,18,"CreuaForaPas","Tramvia","Home","Vianant",10,"Lleu",4584920,434189
"2017S001405","2","Dl",2017,2,"Febrer",20,12,"No","Motocicleta","Dona","Vianant",69,"Lleu",4583306,429893
"2017S001407","2","Dl",2017,2,"Febrer",20,14,"TrnPeuCalcada","Bus","Home","Vianant",77,"Lleu",4582702,431011
"2017S001411","7","Dl",2017,2,"Febrer",20,15,"No","Motocicleta","Dona","Vianant",60,"Lleu",4585394,429570
"2017S001425","7","Dm",2017,2,"Febrer",21,7,"DsbSemafor","Taxi","Home","Vianant",12,"Lleu",4585314,430604
"2017S001432","2","Dm",2017,2,"Febrer",21,9,"TrnPeuCalcada","Motocicleta","Home","Vianant",21,"Lleu",4581880,428635
"2017S001433","3","Dm",2017,2,"Febrer",21,10,"No","CamioLess35Tm","Dona","Vianant",27,"Lleu",4580706,431052
"2017S001433","3","Dm",2017,2,"Febrer",21,10,"No","CamioLess35Tm","Home","Vianant",NA,"Lleu",4580706,431052
"2017S001437","10","Dm",2017,2,"Febrer",21,8,"No","Taxi","Dona","Vianant",20,"Lleu",4584806,434334
"2017S001439","2","Dm",2017,2,"Febrer",21,12,"No","Turisme","Home","Vianant",30,"Lleu",4582555,429435
"2017S001444","1","Dl",2017,2,"Febrer",20,22,"No","Turisme","Home","Vianant",33,"Lleu",4581701,432455
"2017S001445","2","Dm",2017,2,"Febrer",21,15,"DsbSemafor","Motocicleta","Home","Vianant",37,"Lleu",4582591,430853
"2017S001448","10","Dm",2017,2,"Febrer",21,14,"No","Bicicleta","Home","Vianant",46,"Lleu",4583899,432650
"2017S001453","5","Dm",2017,2,"Febrer",21,16,"No","Taxi","Home","Vianant",22,"Lleu",4583642,426796
"2017S001459","2","Dm",2017,2,"Febrer",21,20,"DsbSemafor","Motocicleta","Home","Vianant",60,"Lleu",4583121,429765
"2017S001460","8","Dm",2017,2,"Febrer",21,20,"No","Motocicleta","Dona","Vianant",46,"Greu",4590585,431642
"2017S001469","7","Dc",2017,2,"Febrer",22,12,"No","Ciclomotor","Dona","Vianant",63,"Lleu",4586375,428988
"2017S001481","5","Dc",2017,2,"Febrer",22,18,"No","Motocicleta","Dona","Vianant",43,"Lleu",4583800,427702
"2017S001482","8","Dc",2017,2,"Febrer",22,20,"CreuaForaPas","Motocicleta","Home","Vianant",55,"Lleu",4587911,431208
"2017S001485","2","Dc",2017,2,"Febrer",22,20,"DsbSemafor","Motocicleta","Home","Vianant",38,"Lleu",4583377,430890
"2017S001511","1","Dj",2017,2,"Febrer",23,22,"No","Bicicleta","Home","Vianant",24,"Lleu",4581756,432053
"2017S001515","5","Dv",2017,2,"Febrer",24,5,"No","Taxi","Home","Vianant",29,"Lleu",4583249,429230
"2017S001518","2","Dv",2017,2,"Febrer",24,7,"No","Turisme","Dona","Vianant",59,"Lleu",4582610,429826
"2017S001535","1","Dv",2017,2,"Febrer",24,13,"Altres","Furgoneta","Dona","Vianant",53,"Lleu",4581884,431319
"2017S001551","4","Dv",2017,2,"Febrer",24,19,"No","Turisme","Home","Vianant",4,"Lleu",4581862,427449
"2017S001566","3","Ds",2017,2,"Febrer",25,13,"No","Bicicleta","Home","Vianant",30,"Lleu",4580956,427634
"2017S001568","5","Ds",2017,2,"Febrer",25,13,"Altres","Turisme","Home","Vianant",82,"Greu",4582934,427691
"2017S001575","2","Ds",2017,2,"Febrer",25,21,"CreuaForaPas","Turisme","Home","Vianant",32,"Lleu",4583063,429823
"2017S001578","2","Ds",2017,2,"Febrer",25,23,"No","Turisme","Home","Vianant",29,"Lleu",4582112,430603
"2017S001587","2","Dg",2017,2,"Febrer",26,15,"CreuaForaPas","Motocicleta","Home","Vianant",8,"Lleu",4581985,429094
"2017S001592","6","Dg",2017,2,"Febrer",26,18,"No","Motocicleta","Home","Vianant",4,"Lleu",4583692,429857
"2017S001596","10","Dg",2017,2,"Febrer",26,18,"No","Motocicleta","Dona","Vianant",3,"Lleu",4585625,434494
"2017S001605","1","Dl",2017,2,"Febrer",27,11,"No","Turisme","Dona","Vianant",56,"Lleu",4581249,430280
"2017S001605","1","Dl",2017,2,"Febrer",27,11,"No","Turisme","Home","Vianant",71,"Lleu",4581249,430280
"2017S001607","1","Dl",2017,2,"Febrer",27,14,"DsbSemafor","Motocicleta","Dona","Vianant",27,"Lleu",4582136,431095
"2017S001612","2","Dl",2017,2,"Febrer",27,15,"No","Taxi","Dona","Vianant",24,"Lleu",4581781,429704
"2017S001621","10","Dl",2017,2,"Febrer",27,19,"No","Turisme","Dona","Vianant",72,"Lleu",4584481,432576
"2017S001627","2","Dl",2017,2,"Febrer",27,22,"DsbSemafor","Motocicleta","Home","Vianant",98,"Lleu",4582819,429894
"2017S001637","10","Dm",2017,2,"Febrer",28,8,"Altres","Taxi","Home","Vianant",17,"Lleu",4584160,432554
"2017S001639","10","Dm",2017,2,"Febrer",28,10,"CreuaForaPas","Turisme","Dona","Vianant",64,"Lleu",4584761,432039
"2017S001642","3","Dm",2017,2,"Febrer",28,10,"TrnPeuCalcada","Motocicleta","Home","Vianant",46,"Lleu",4580660,431045
"2017S001644","7","Dm",2017,2,"Febrer",28,8,"No","Turisme","Home","Vianant",13,"Lleu",4586357,429351
"2017S001647","4","Dm",2017,2,"Febrer",28,13,"No","Taxi","Home","Vianant",39,"Lleu",4581915,427460
"2017S001649","2","Dm",2017,2,"Febrer",28,14,"Altres","Furgoneta","Home","Vianant",61,"Lleu",4583466,431290
"2017S001652","9","Dm",2017,2,"Febrer",28,15,"CreuaForaPas","Turisme","Dona","Vianant",10,"Lleu",4587208,432176
"2017S001659","10","Dm",2017,2,"Febrer",28,18,"No","Turisme","Dona","Vianant",44,"Lleu",4585931,434154
"2017S001659","10","Dm",2017,2,"Febrer",28,18,"No","Turisme","Home","Vianant",64,"Lleu",4585931,434154
"2017S001662","7","Dm",2017,2,"Febrer",28,20,"No","Turisme","Dona","Vianant",13,"Lleu",4586364,429444
"2017S001690","10","Dc",2017,3,"Marc",1,15,"CreuaForaPas","Bicicleta","Home","Vianant",43,"Lleu",4584810,433243
"2017S001706","1","Dj",2017,3,"Marc",2,5,"No","Furgoneta","Home","Vianant",28,"Lleu",4581359,431435
"2017S001708","4","Dc",2017,3,"Marc",1,22,"No","Turisme","Dona","Vianant",63,"Lleu",4582245,427084
"2017S001737","2","Dj",2017,3,"Marc",2,19,"DsbSemafor","Motocicleta","Dona","Vianant",76,"Lleu",4581441,429413
"2017S001747","7","Dv",2017,3,"Marc",3,14,"DsbSemafor","Motocicleta","Home","Vianant",12,"Lleu",4584905,430982
"2017S001748","2","Dv",2017,3,"Marc",3,14,"No","Turisme","Dona","Vianant",39,"Lleu",4582583,430418
"2017S001765","3","Dv",2017,3,"Marc",3,21,"CreuaForaPas","Motocicleta","Dona","Vianant",41,"Lleu",4579345,428673
"2017S001771","2","Dv",2017,3,"Marc",3,23,"No","Furgoneta","Dona","Vianant",24,"Lleu",4581578,428981
"2017S001772","1","Ds",2017,3,"Marc",4,0,"DsbSemafor","Taxi","Dona","Vianant",38,"Greu",4581200,430751
"2017S001772","1","Ds",2017,3,"Marc",4,0,"DsbSemafor","Taxi","Dona","Vianant",40,"Greu",4581200,430751
"2017S001781","3","Ds",2017,3,"Marc",4,8,"No","Turisme","Dona","Vianant",28,"Lleu",4581754,428158
"2017S001784","5","Dv",2017,3,"Marc",3,19,"No","Turisme","Home","Vianant",84,"Lleu",4582872,426861
"2017S001788","2","Ds",2017,3,"Marc",4,14,"DsbSemafor","Motocicleta","Home","Vianant",45,"Lleu",4582464,430863
"2017S001806","4","Ds",2017,3,"Marc",4,20,"DsbSemafor","Turisme","Home","Vianant",56,"Lleu",4581267,426901
"2017S001807","1","Dg",2017,3,"Marc",5,0,"CreuaForaPas","Turisme","Dona","Vianant",28,"Lleu",4581877,431808
"2017S001816","5","Dg",2017,3,"Marc",5,12,"No","Bicicleta","Dona","Vianant",74,"Lleu",4583412,428970
"2017S001833","5","Dl",2017,3,"Marc",6,10,"CreuaForaPas","Bicicleta","Dona","Vianant",55,"Lleu",4583679,428650
"2017S001836","3","Dl",2017,3,"Marc",6,12,"No","Bicicleta","Dona","Vianant",87,"Lleu",4581440,427863
"2017S001849","7","Dl",2017,3,"Marc",6,17,"No","Turisme","Home","Vianant",84,"Lleu",4587396,429992
"2017S001851","7","Dl",2017,3,"Marc",6,17,"No","Turisme","Dona","Vianant",72,"Lleu",4586073,428543
"2017S001881","3","Dm",2017,3,"Marc",7,17,"No","Turisme","Dona","Vianant",11,"Lleu",4580820,429861
"2017S001882","2","Dm",2017,3,"Marc",7,19,"CreuaForaPas","Bicicleta","Dona","Vianant",23,"Lleu",4582634,429050
"2017S001894","8","Dc",2017,3,"Marc",8,12,"No","Motocicleta","Home","Vianant",41,"Lleu",4588292,430606
"2017S001903","2","Dc",2017,3,"Marc",8,19,"No","Turisme","Dona","Vianant",23,"Lleu",4582275,429341
"2017S001904","4","Dc",2017,3,"Marc",8,19,"CreuaForaPas","Turisme","Dona","Vianant",29,"Lleu",4581225,426778
"2017S001925","10","Dj",2017,3,"Marc",9,13,"No","Ciclomotor","Dona","Vianant",90,"Lleu",4584632,431907
"2017S001926","10","Dj",2017,3,"Marc",9,11,"CreuaForaPas","Turisme","Dona","Vianant",86,"Lleu",4585977,433765
"2017S001931","9","Dj",2017,3,"Marc",9,13,"No","Furgoneta","Dona","Vianant",68,"Lleu",4587153,432129
"2017S001948","2","Dj",2017,3,"Marc",9,21,"No","Motocicleta","Dona","Vianant",38,"Lleu",4582369,430246
"2017S001949","4","Dj",2017,3,"Marc",9,19,"CreuaForaPas","Bus","Home","Vianant",79,"Lleu",4582720,428149
"2017S001958","1","Dv",2017,3,"Marc",10,7,"No","Bicicleta","Home","Vianant",47,"Lleu",4581492,431389
"2017S001959","1","Dv",2017,3,"Marc",10,8,"No","Furgoneta","Dona","Vianant",53,"Lleu",4581719,431362
"2017S001987","2","Ds",2017,3,"Marc",11,12,"No","Turisme","Home","Vianant",45,"Lleu",4581494,429929
"2017S002006","10","Dg",2017,3,"Marc",12,4,"No","Turisme","Dona","Vianant",31,"Lleu",4583027,433335
"2017S002016","8","Dg",2017,3,"Marc",12,21,"No","CamioLess35Tm","Home","Vianant",83,"Lleu",4588104,430547
"2017S002030","3","Dl",2017,3,"Marc",13,14,"DsbSemafor","Taxi","Dona","Vianant",44,"Lleu",4580204,427717
"2017S002036","5","Dl",2017,3,"Marc",13,17,"CreuaForaPas","Turisme","Dona","Vianant",14,"Lleu",4584168,428336
"2017S002044","5","Dm",2017,3,"Marc",14,9,"DsbSemafor","Motocicleta","Home","Vianant",26,"Lleu",4583254,428368
"2017S002055","6","Dm",2017,3,"Marc",14,13,"TrnPeuCalcada","Taxi","Dona","Vianant",53,"Lleu",4584071,429910
